sym,side,entry,ep,sl,tp1,tp2,score,sess,kz,rsi,exit,outcome,pnl,tp1_hit
BTCUSDT,LONG,2024-10-20 07:00:00+00:00,68394.1,68100.0,68747.02,69305.81,8,ASIA,False,57.1,2024-10-20 22:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2024-11-04 14:00:00+00:00,68668.6,69499.0,67672.12,66094.36,11,EUROPE,True,47.7,2024-11-05 14:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2024-11-09 10:00:00+00:00,76553.9,75714.2,77561.54,79156.97,9,EUROPE,True,56.1,2024-11-09 17:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2024-11-09 21:00:00+00:00,76303.1,75714.2,77009.78,78128.69,9,US,False,50.0,2024-11-10 04:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2024-11-16 15:00:00+00:00,90967.4,90060.1,92056.16,93780.03,9,US,True,54.2,2024-11-17 01:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2024-11-18 06:00:00+00:00,90609.2,88714.2,92883.2,96483.7,8,ASIA,False,53.1,2024-11-21 04:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2024-11-25 04:00:00+00:00,97879.2,95750.1,100434.12,104479.41,8,ASIA,False,54.8,2024-11-25 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2024-11-28 11:00:00+00:00,94952.4,94270.8247,95770.2903,97065.2833,8,EUROPE,False,47.6,2024-11-29 11:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2024-12-07 10:00:00+00:00,99660.5,98846.2,100637.66,102184.83,9,EUROPE,True,51.1,2024-12-08 09:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2024-12-14 20:00:00+00:00,101330.1,100606.9,102197.94,103572.02,8,US,False,50.2,2024-12-15 23:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2024-12-18 16:00:00+00:00,104432.5,99586.2,110248.06,119456.03,8,US,True,43.9,2024-12-19 01:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2024-12-21 19:00:00+00:00,97411.5,99190.0,95277.3,91898.15,8,US,False,48.2,2024-12-24 18:00:00+00:00,LOSS,1.0,True
BTCUSDT,SHORT,2025-01-01 05:00:00+00:00,93561.6,94495.2,92441.28,90667.44,8,ASIA,False,47.0,2025-01-01 15:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-01-04 11:00:00+00:00,97800.1,97401.6632,98278.2242,99035.2541,8,EUROPE,False,51.5,2025-01-05 14:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-01-05 21:00:00+00:00,98270.4,97260.8,99481.92,101400.16,8,US,False,57.3,2025-01-06 15:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-01-11 08:00:00+00:00,94252.5,94975.0,93385.5,92012.75,9,ASIA,True,49.0,2025-01-11 21:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-01-22 09:00:00+00:00,105266.5,103308.3,107616.34,111336.92,9,ASIA,True,51.2,2025-01-22 16:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-01-25 04:00:00+00:00,105216.1,104106.1,106548.1,108657.1,8,ASIA,False,52.7,2025-01-25 10:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-01-25 18:00:00+00:00,104891.6,104106.1,105834.2,107326.65,8,US,False,52.4,2025-01-26 23:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-01-31 16:00:00+00:00,105437.9,101542.4,110112.5,117513.95,9,US,True,61.2,2025-01-31 21:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-02-05 13:00:00+00:00,98055.6,99166.6,96722.4,94611.5,8,EUROPE,False,48.4,2025-02-05 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-02-05 15:00:00+00:00,98300.2,99189.4271,97233.1275,95543.5961,9,US,True,50.5,2025-02-07 14:00:00+00:00,LOSS,1.0,True
BTCUSDT,SHORT,2025-02-08 15:00:00+00:00,96101.8,96750.0,95323.96,94092.38,9,US,True,43.7,2025-02-08 19:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-02-22 13:00:00+00:00,96807.1,97256.3095,96268.0486,95414.5505,8,EUROPE,False,51.3,2025-02-23 15:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-02-27 10:00:00+00:00,86168.0,87193.4687,84937.4376,82989.047,9,EUROPE,True,49.1,2025-02-27 20:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-03-08 22:00:00+00:00,86230.6,86898.8254,85428.7295,84159.1013,8,US,False,44.7,2025-03-09 13:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-04-04 15:00:00+00:00,82571.7,84725.0,79987.74,75896.47,9,US,True,45.2,2025-04-07 06:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2025-04-17 12:00:00+00:00,84572.1,83722.0,85592.22,87207.41,8,EUROPE,False,53.9,2025-04-17 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-04-18 09:00:00+00:00,84653.3,84298.5466,85079.004,85753.0354,9,ASIA,True,49.1,2025-04-20 10:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-04-26 06:00:00+00:00,94626.2,93870.1,95533.52,96970.11,8,ASIA,False,52.6,2025-04-26 13:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-04-26 23:00:00+00:00,94784.3,93657.9,96135.98,98276.14,8,LATE,False,58.7,2025-04-27 05:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-04-28 23:00:00+00:00,94827.5,93450.0,96480.5,99097.75,8,LATE,False,56.0,2025-04-30 13:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-05-11 16:00:00+00:00,104134.7,103333.3,105096.38,106619.04,9,US,True,53.1,2025-05-12 14:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-05-18 05:00:00+00:00,103345.7,102901.0,103879.34,104724.27,8,ASIA,False,52.3,2025-05-18 13:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2025-05-27 09:00:00+00:00,109693.8,107505.2,112320.12,116478.46,9,ASIA,True,58.2,2025-05-28 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-06-01 07:00:00+00:00,104264.2,105299.9,103021.36,101053.53,8,ASIA,False,46.8,2025-06-01 16:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-06-04 12:00:00+00:00,105104.0,105988.0,104043.2,102363.6,8,EUROPE,False,43.3,2025-06-05 19:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2025-06-10 16:00:00+00:00,109024.0,108344.1,109839.88,111131.69,9,US,True,52.7,2025-06-11 22:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-06-12 09:00:00+00:00,107730.1,106600.0,109086.22,111233.41,8,ASIA,True,33.1,2025-06-12 13:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-06-13 18:00:00+00:00,105378.4,106219.2,104369.44,102771.92,8,US,False,48.2,2025-06-14 00:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-06-15 21:00:00+00:00,104744.7,106791.0,102289.14,98401.17,8,US,False,39.3,2025-06-16 05:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-06-18 07:00:00+00:00,104957.6,105544.2,104253.68,103139.14,8,ASIA,False,45.3,2025-06-20 07:00:00+00:00,LOSS,1.0,True
BTCUSDT,SHORT,2025-06-21 08:00:00+00:00,103468.1,103991.6,102839.9,101845.25,9,ASIA,True,41.8,2025-06-21 10:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-06-21 11:00:00+00:00,103831.9,104228.2204,103356.3155,102603.3067,8,EUROPE,False,48.9,2025-06-21 19:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2025-06-27 05:00:00+00:00,107499.6,106377.0,108846.72,110979.66,8,ASIA,False,54.8,2025-06-27 13:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-06-28 04:00:00+00:00,107292.1,106450.0,108302.62,109902.61,8,ASIA,False,54.8,2025-07-01 10:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-07-17 16:00:00+00:00,118876.0,117444.0,120594.4,123315.2,9,US,True,54.9,2025-07-18 14:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-07-21 05:00:00+00:00,118339.1,116462.0,120591.62,124158.11,8,ASIA,False,56.0,2025-07-22 01:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-07-24 12:00:00+00:00,118597.9,117072.0,120428.98,123328.19,8,EUROPE,False,52.1,2025-07-25 02:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-07-30 08:00:00+00:00,118128.0,118800.0,117321.6,116044.8,9,ASIA,True,51.2,2025-07-30 15:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-07-30 16:00:00+00:00,118007.0,118800.0,117055.4,115548.7,9,US,True,49.4,2025-07-31 07:00:00+00:00,LOSS,1.0,True
BTCUSDT,SHORT,2025-08-05 13:00:00+00:00,113944.0,115100.0,112556.8,110360.4,8,EUROPE,False,40.6,2025-08-06 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-08-09 09:00:00+00:00,117100.0,116348.8,118001.44,119428.72,9,ASIA,True,60.0,2025-08-11 00:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-08-19 02:00:00+00:00,115817.7,117004.0,114394.14,112140.17,8,LATE,False,44.5,2025-08-21 19:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-08-31 10:00:00+00:00,108516.0,109486.0,107352.0,105509.0,9,EUROPE,True,43.3,2025-09-01 08:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-09-13 09:00:00+00:00,115980.0,115116.5,117016.2,118656.85,9,ASIA,True,57.3,2025-09-13 16:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-09-14 06:00:00+00:00,115862.0,115167.0,116696.0,118016.5,8,ASIA,False,52.7,2025-09-14 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-09-14 22:00:00+00:00,116066.5,114822.5,117559.3,119922.9,8,US,False,59.0,2025-09-15 01:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-09-16 06:00:00+00:00,115946.4,114708.0,117432.48,119785.44,8,ASIA,False,61.6,2025-09-16 13:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-09-16 16:00:00+00:00,115920.0,114708.0,117374.4,119677.2,9,US,True,59.3,2025-09-22 00:00:00+00:00,LOSS,1.0,True
BTCUSDT,SHORT,2025-09-25 04:00:00+00:00,112541.5,113946.0,110856.1,108187.55,8,ASIA,False,42.1,2025-09-29 14:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-10-04 14:00:00+00:00,122393.0,121519.4,123441.32,125101.16,9,EUROPE,True,61.1,2025-10-04 18:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-10-08 17:00:00+00:00,123048.8,121072.1,125420.84,129176.57,8,US,False,55.8,2025-10-09 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-10-13 14:00:00+00:00,115350.3,116202.7627,114327.3448,112707.6657,8,EUROPE,True,60.2,2025-10-14 05:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-10-18 03:00:00+00:00,106596.0,107571.4,105425.52,103572.26,8,ASIA,False,46.2,2025-10-19 09:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-11-02 20:00:00+00:00,110178.3,111245.5,108897.66,106869.98,8,US,False,46.9,2025-11-03 10:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-11-08 12:00:00+00:00,101860.7,103335.9,100090.46,97287.58,10,EUROPE,False,43.7,2025-11-09 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-11-13 14:00:00+00:00,102324.6,104039.0,100267.32,97009.96,9,EUROPE,True,44.0,2025-11-14 04:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-11-15 16:00:00+00:00,96265.2,96995.9503,95388.2997,93999.8741,9,US,True,49.2,2025-11-16 17:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-11-19 04:00:00+00:00,91892.1,93762.8,89647.26,86092.93,8,ASIA,False,44.0,2025-11-21 02:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-11-25 12:00:00+00:00,87365.1,88507.3,85994.46,83824.28,8,EUROPE,False,47.9,2025-11-26 17:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-11-30 04:00:00+00:00,90918.3,90168.0,91818.66,93244.23,8,ASIA,False,51.7,2025-12-01 00:00:00+00:00,LOSS,1.0,True
BTCUSDT,LONG,2025-12-04 16:00:00+00:00,92968.7,90887.6,95466.02,99420.11,9,US,True,51.5,2025-12-04 19:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-12-13 08:00:00+00:00,90330.1,90734.5267,89844.7879,89076.3772,9,ASIA,True,40.0,2025-12-14 11:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2025-12-27 07:00:00+00:00,87471.2,87794.5246,87083.2105,86468.8937,8,ASIA,False,45.3,2025-12-27 22:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2025-12-30 06:00:00+00:00,87252.0,89152.5,84971.4,81360.45,8,ASIA,False,40.9,2025-12-30 15:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2025-12-31 06:00:00+00:00,88462.9,87777.3,89285.62,90588.26,8,ASIA,False,54.7,2025-12-31 15:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2026-01-03 09:00:00+00:00,89673.4,89232.0358,90203.0371,91041.6291,9,ASIA,True,49.5,2026-01-04 00:00:00+00:00,WIN,21.5,True
BTCUSDT,LONG,2026-01-17 19:00:00+00:00,95433.4,94878.1,96099.76,97154.83,8,US,False,51.8,2026-01-18 01:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2026-01-24 01:00:00+00:00,89452.6,91222.0,87329.32,83967.46,8,LATE,False,47.4,2026-01-29 18:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2026-01-30 21:00:00+00:00,83903.1,84808.4819,82816.6417,81096.4162,8,US,False,50.4,2026-01-31 14:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2026-02-04 09:00:00+00:00,76585.0,77430.4531,75570.4563,73964.0954,9,ASIA,True,48.9,2026-02-04 15:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2026-02-12 08:00:00+00:00,67212.3,68421.6,65761.14,63463.47,9,ASIA,True,46.8,2026-02-12 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2026-02-17 06:00:00+00:00,68242.0,69249.1,67033.48,65119.99,8,ASIA,False,45.0,2026-02-23 01:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2026-03-02 10:00:00+00:00,66171.5,70100.0,61457.3,53993.15,9,EUROPE,True,48.4,2026-03-02 16:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2026-03-03 08:00:00+00:00,68169.9,66149.5,70594.38,74433.14,9,ASIA,True,52.5,2026-03-03 14:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2026-03-11 07:00:00+00:00,69950.6,68977.4,71118.44,72967.52,8,ASIA,False,50.5,2026-03-11 12:00:00+00:00,LOSS,-10.0,False
BTCUSDT,LONG,2026-03-12 16:00:00+00:00,70327.1,69210.7,71666.78,73787.94,9,US,True,54.6,2026-03-13 14:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2026-03-29 05:00:00+00:00,66741.0,67124.6,66280.68,65551.84,8,ASIA,False,50.5,2026-03-29 22:00:00+00:00,WIN,21.5,True
BTCUSDT,SHORT,2026-04-03 10:00:00+00:00,66861.6,67375.2,66245.28,65269.44,9,EUROPE,True,49.2,2026-04-03 12:00:00+00:00,LOSS,-10.0,False
BTCUSDT,SHORT,2026-04-03 13:00:00+00:00,66721.8,67375.2,65937.72,64696.26,8,EUROPE,False,45.8,2026-04-04 15:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-04-13 14:00:00+00:00,1992.11,2023.0,1955.042,1896.351,8,EUROPE,True,74.1,2023-04-13 19:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-04-23 16:00:00+00:00,1859.54,1889.99,1823.0,1765.145,9,US,True,42.1,2023-04-24 01:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-05-03 15:00:00+00:00,1848.23,1916.58,1766.21,1636.345,9,US,True,42.5,2023-05-03 22:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-05-07 04:00:00+00:00,1893.15,1877.8189,1911.5473,1940.6763,9,ASIA,False,39.2,2023-05-07 23:00:00+00:00,LOSS,1.0,True
ETHUSDT,SHORT,2023-05-09 14:00:00+00:00,1842.84,1861.83,1820.052,1783.971,9,EUROPE,True,45.1,2023-05-09 20:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-05-13 19:00:00+00:00,1789.05,1811.35,1762.29,1719.92,8,US,False,42.9,2023-05-14 13:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-05-29 15:00:00+00:00,1894.61,1873.68,1919.726,1959.493,9,US,True,57.5,2023-05-29 17:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-05-29 18:00:00+00:00,1891.23,1873.68,1912.29,1945.635,8,US,False,53.9,2023-05-31 04:00:00+00:00,LOSS,1.0,True
ETHUSDT,LONG,2023-05-31 10:00:00+00:00,1869.64,1845.35,1898.788,1944.939,8,EUROPE,True,32.8,2023-05-31 14:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-06-03 10:00:00+00:00,1903.8,1881.46,1930.608,1973.054,9,EUROPE,True,60.3,2023-06-03 19:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-06-04 19:00:00+00:00,1903.18,1865.59,1948.288,2019.709,8,US,False,55.6,2023-06-05 04:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-06-07 11:00:00+00:00,1857.44,1833.0,1886.768,1933.204,8,EUROPE,False,46.6,2023-06-07 16:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-06-09 02:00:00+00:00,1843.16,1861.02,1821.728,1787.794,8,LATE,False,46.1,2023-06-10 05:00:00+00:00,WIN,21.5,True
ETHUSDT,SHORT,2023-06-14 06:00:00+00:00,1738.73,1750.0,1725.206,1703.793,8,ASIA,False,45.7,2023-06-14 11:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-06-14 16:00:00+00:00,1741.11,1750.0,1730.442,1713.551,9,US,True,46.9,2023-06-14 20:00:00+00:00,WIN,21.5,True
ETHUSDT,SHORT,2023-06-16 14:00:00+00:00,1663.6,1729.46,1584.568,1459.434,9,EUROPE,True,46.3,2023-06-16 18:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-07-01 19:00:00+00:00,1921.15,1910.03,1934.494,1955.622,8,US,False,55.7,2023-07-02 04:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-07-02 15:00:00+00:00,1925.76,1884.59,1975.164,2053.387,9,US,True,60.2,2023-07-06 14:00:00+00:00,LOSS,1.0,True
ETHUSDT,SHORT,2023-07-07 16:00:00+00:00,1872.16,1883.4428,1858.6206,1837.1832,9,US,True,49.3,2023-07-10 18:00:00+00:00,LOSS,1.0,True
ETHUSDT,SHORT,2023-07-11 12:00:00+00:00,1867.25,1892.0,1837.55,1790.525,8,EUROPE,False,43.7,2023-07-12 06:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-07-18 12:00:00+00:00,1894.35,1917.01,1867.158,1824.104,8,EUROPE,False,39.7,2023-07-19 04:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-07-19 21:00:00+00:00,1898.66,1923.42,1868.948,1821.904,8,US,False,44.1,2023-07-20 10:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-07-21 07:00:00+00:00,1893.33,1901.57,1883.442,1867.786,8,ASIA,False,46.4,2023-07-21 18:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-07-24 03:00:00+00:00,1875.09,1905.25,1838.898,1781.594,8,ASIA,False,44.2,2023-08-17 00:00:00+00:00,WIN,21.5,True
ETHUSDT,SHORT,2023-08-20 06:00:00+00:00,1665.28,1680.39,1647.148,1618.439,8,ASIA,False,44.7,2023-08-20 20:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-08-22 06:00:00+00:00,1663.82,1677.06,1647.932,1622.776,8,ASIA,False,43.4,2023-08-22 17:00:00+00:00,WIN,21.5,True
ETHUSDT,SHORT,2023-08-26 09:00:00+00:00,1650.43,1656.7339,1642.8653,1630.8878,9,ASIA,True,46.8,2023-08-27 14:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-08-31 09:00:00+00:00,1706.59,1642.85,1783.078,1904.184,9,ASIA,True,53.4,2023-08-31 17:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-09-02 07:00:00+00:00,1631.0,1645.21,1613.948,1586.949,8,ASIA,False,43.3,2023-09-02 15:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-09-03 16:00:00+00:00,1633.09,1648.45,1614.658,1585.474,9,US,True,45.8,2023-09-03 20:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-09-06 08:00:00+00:00,1629.27,1672.19,1577.766,1496.218,9,ASIA,True,46.1,2023-09-06 17:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-09-06 19:00:00+00:00,1628.1,1672.19,1575.192,1491.421,8,US,False,47.4,2023-09-29 07:00:00+00:00,LOSS,1.0,True
ETHUSDT,LONG,2023-09-29 23:00:00+00:00,1667.24,1655.57,1681.244,1703.417,8,LATE,False,56.2,2023-10-01 22:00:00+00:00,WIN,21.5,True
ETHUSDT,LONG,2023-10-03 09:00:00+00:00,1664.38,1643.19,1689.808,1730.069,12,ASIA,True,39.3,2023-10-03 14:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-10-08 05:00:00+00:00,1633.55,1641.61,1623.878,1608.564,8,ASIA,False,44.5,2023-10-09 09:00:00+00:00,WIN,21.5,True
ETHUSDT,SHORT,2023-10-10 08:00:00+00:00,1589.87,1597.832,1580.3156,1565.1879,9,ASIA,True,47.8,2023-10-10 14:00:00+00:00,WIN,21.5,True
ETHUSDT,SHORT,2023-10-12 01:00:00+00:00,1561.31,1576.24,1543.394,1515.027,8,LATE,False,44.7,2023-10-13 21:00:00+00:00,LOSS,1.0,True
ETHUSDT,SHORT,2023-10-14 10:00:00+00:00,1547.97,1559.04,1534.686,1513.653,11,EUROPE,True,48.3,2023-10-14 15:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2023-10-18 18:00:00+00:00,1569.22,1585.88,1549.228,1517.574,8,US,False,45.3,2023-10-20 02:00:00+00:00,LOSS,1.0,True
ETHUSDT,LONG,2023-10-21 01:00:00+00:00,1603.59,1592.14,1617.33,1639.085,8,LATE,False,58.5,2023-10-21 03:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-10-21 04:00:00+00:00,1597.84,1589.7807,1607.5111,1622.8238,8,ASIA,False,51.4,2023-10-21 14:00:00+00:00,WIN,21.5,True
ETHUSDT,LONG,2023-10-25 10:00:00+00:00,1777.92,1758.9976,1800.6269,1836.5796,9,EUROPE,True,48.2,2023-10-26 07:00:00+00:00,WIN,21.5,True
ETHUSDT,LONG,2023-10-31 05:00:00+00:00,1799.9,1782.43,1820.864,1854.057,8,ASIA,False,47.4,2023-10-31 08:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-10-31 12:00:00+00:00,1809.56,1781.15,1843.652,1897.631,10,EUROPE,False,55.5,2023-10-31 15:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-10-31 19:00:00+00:00,1808.56,1781.15,1841.452,1893.531,8,US,False,54.8,2023-11-03 00:00:00+00:00,LOSS,1.0,True
ETHUSDT,LONG,2023-11-08 14:00:00+00:00,1888.96,1872.76,1908.4,1939.18,9,EUROPE,True,54.1,2023-11-09 14:00:00+00:00,WIN,21.5,True
ETHUSDT,LONG,2023-11-23 15:00:00+00:00,2059.24,2038.11,2084.596,2124.743,9,US,True,53.1,2023-11-24 10:00:00+00:00,WIN,21.5,True
ETHUSDT,LONG,2023-12-02 04:00:00+00:00,2093.06,2080.49,2108.144,2132.027,8,ASIA,False,57.6,2023-12-02 18:00:00+00:00,WIN,21.5,True
ETHUSDT,LONG,2023-12-23 23:00:00+00:00,2296.42,2274.81,2322.352,2363.411,8,LATE,False,52.8,2023-12-24 05:00:00+00:00,LOSS,1.0,True
ETHUSDT,LONG,2023-12-28 23:00:00+00:00,2356.92,2310.43,2412.708,2501.039,9,LATE,False,48.8,2023-12-29 01:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2023-12-29 11:00:00+00:00,2365.73,2286.49,2460.818,2611.374,8,EUROPE,False,54.3,2023-12-29 17:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2024-01-05 09:00:00+00:00,2252.73,2286.94,2211.678,2146.679,9,ASIA,True,48.9,2024-01-08 17:00:00+00:00,LOSS,1.0,True
ETHUSDT,LONG,2024-01-13 22:00:00+00:00,2573.38,2529.51,2626.024,2709.377,8,US,False,54.8,2024-01-14 13:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2024-01-28 18:00:00+00:00,2269.41,2301.7,2230.662,2169.311,8,US,False,45.6,2024-01-29 16:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2024-02-01 16:00:00+00:00,2288.78,2321.2,2249.876,2188.278,9,US,True,51.1,2024-02-02 00:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2024-02-04 19:00:00+00:00,2294.66,2311.6,2274.332,2242.146,8,US,False,43.9,2024-02-04 20:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2024-02-04 23:00:00+00:00,2288.18,2324.99,2244.008,2174.069,8,LATE,False,43.6,2024-02-05 08:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2024-03-02 17:00:00+00:00,3425.01,3393.69,3462.594,3522.102,8,US,False,52.3,2024-03-03 07:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2024-03-07 07:00:00+00:00,3771.76,3711.2328,3844.3927,3959.3944,8,ASIA,False,49.3,2024-03-08 13:00:00+00:00,WIN,21.5,True
ETHUSDT,LONG,2024-03-09 12:00:00+00:00,3912.8,3870.0,3964.16,4045.48,8,EUROPE,False,50.0,2024-03-09 17:00:00+00:00,LOSS,-10.0,False
ETHUSDT,LONG,2024-03-10 02:00:00+00:00,3930.0,3870.0,4002.0,4116.0,8,LATE,False,58.2,2024-03-10 14:00:00+00:00,LOSS,-10.0,False
ETHUSDT,SHORT,2024-03-18 04:00:00+00:00,3600.81,3679.49,3506.394,3356.902,8,ASIA,False,48.8,2024-03-19 05:00:00+00:00,WIN,21.5,True
ETHUSDT,SHORT,2024-03-30 21:00:00+00:00,3506.27,3634.0,3352.994,3110.307,8,US,False,43.6,2024-03-31 06:00:00+00:00,LOSS,-10.0,False
