strategy,symbol,side,entry_time,entry_px,sl_px,tp_px,atr,exit_time,exit_px,outcome,pnl_pct,pnl_usd,score,passed,session,in_killzone,adx,rsi,vol_expand
COMBINED,BTCUSDT,SHORT,2025-09-29 08:00:00+00:00,111868.2,112267.3334,110870.3664,332.6112,2025-09-29 12:00:00+00:00,112267.3334,LOSS,-0.357,-15.0,62,6,EUROPE,False,43.2,73.8,False
COMBINED,BTCUSDT,SHORT,2025-09-29 14:00:00+00:00,113227.0,113747.4265,111925.9337,433.6888,2025-09-29 15:00:00+00:00,113747.4265,LOSS,-0.46,-15.0,82,8,US,True,47.6,86.0,True
COMBINED,BTCUSDT,SHORT,2025-09-29 15:00:00+00:00,114035.3,114607.0189,112606.0027,476.4324,2025-09-30 00:00:00+00:00,114607.0189,LOSS,-0.501,-15.0,42,4,LATE,False,55.1,78.6,False
COMBINED,BTCUSDT,SHORT,2025-10-01 09:00:00+00:00,116118.5,116826.241,114349.1475,589.7842,2025-10-01 12:00:00+00:00,116826.241,LOSS,-0.609,-15.0,50,5,EUROPE,False,40.5,74.5,False
COMBINED,BTCUSDT,SHORT,2025-10-01 15:00:00+00:00,117294.7,117977.0265,115588.8839,568.6054,2025-10-01 16:00:00+00:00,117977.0265,LOSS,-0.582,-15.0,70,7,US,True,48.7,74.8,True
COMBINED,BTCUSDT,SHORT,2025-10-01 16:00:00+00:00,117426.0,118110.1346,115715.6636,570.1121,2025-10-01 23:00:00+00:00,118110.1346,LOSS,-0.583,-15.0,42,4,LATE,False,52.9,70.7,False
COMBINED,BTCUSDT,SHORT,2025-10-02 14:00:00+00:00,119618.3,120241.5451,118060.1872,519.3709,2025-10-02 16:00:00+00:00,120241.5451,LOSS,-0.521,-15.0,66,7,US,True,56.7,68.8,True
COMBINED,BTCUSDT,LONG,2025-10-02 16:00:00+00:00,119919.9,119170.4113,121793.6218,624.5739,2025-10-03 15:00:00+00:00,121793.6218,WIN,1.562,37.5,72,7,US,True,27.7,66.2,True
COMBINED,BTCUSDT,LONG,2025-10-03 15:00:00+00:00,120920.5,120292.0981,122491.5046,523.6682,2025-10-03 16:00:00+00:00,122491.5046,WIN,1.299,37.5,80,8,US,True,29.2,76.3,True
COMBINED,BTCUSDT,LONG,2025-10-03 16:00:00+00:00,122271.3,121540.0126,124099.5186,609.4062,2025-10-03 18:00:00+00:00,121540.0126,LOSS,-0.598,-15.0,62,6,US,False,32.6,69.7,True
COMBINED,BTCUSDT,LONG,2025-10-05 08:00:00+00:00,124711.8,123994.5399,126504.9503,597.7168,2025-10-05 09:00:00+00:00,123994.5399,LOSS,-0.575,-15.0,62,6,EUROPE,True,40.0,68.8,False
COMBINED,BTCUSDT,LONG,2025-10-05 10:00:00+00:00,123020.1,122215.8053,125030.8367,670.2456,2025-10-06 13:00:00+00:00,125030.8367,WIN,1.634,37.5,32,3,EUROPE,False,19.3,63.5,False
COMBINED,BTCUSDT,LONG,2025-10-08 08:00:00+00:00,121611.0,120739.6705,123789.3237,726.1079,2025-10-08 17:00:00+00:00,123789.3237,WIN,1.791,37.5,40,4,US,False,19.7,55.8,False
COMBINED,BTCUSDT,LONG,2025-10-10 08:00:00+00:00,120936.9,120156.4005,122888.1489,650.4163,2025-10-10 15:00:00+00:00,120156.4005,LOSS,-0.645,-15.0,60,6,US,True,18.0,39.6,True
COMBINED,BTCUSDT,SHORT,2025-10-12 14:00:00+00:00,111298.0,112352.493,108661.7676,878.7441,2025-10-12 15:00:00+00:00,112352.493,LOSS,-0.947,-15.0,70,7,US,True,43.1,54.3,True
COMBINED,BTCUSDT,SHORT,2025-10-12 15:00:00+00:00,112348.0,113483.7635,109508.5914,946.4695,2025-10-12 16:00:00+00:00,113483.7635,LOSS,-1.011,-15.0,60,6,US,True,40.7,60.3,True
COMBINED,BTCUSDT,SHORT,2025-10-13 14:00:00+00:00,115350.3,116373.2552,112792.9119,852.4627,2025-10-14 04:00:00+00:00,112792.9119,WIN,2.217,37.5,40,4,ASIA,False,22.1,38.7,False
COMBINED,BTCUSDT,SHORT,2025-10-14 08:00:00+00:00,111732.5,112696.4349,109322.6628,803.2791,2025-10-14 15:00:00+00:00,112696.4349,LOSS,-0.863,-15.0,70,7,US,True,38.6,36.6,True
COMBINED,BTCUSDT,SHORT,2025-10-14 15:00:00+00:00,111440.3,112534.1089,108705.7777,911.5074,2025-10-14 16:00:00+00:00,112534.1089,LOSS,-0.982,-15.0,70,7,US,True,37.5,50.2,True
COMBINED,BTCUSDT,SHORT,2025-10-14 16:00:00+00:00,112894.5,114067.6711,109961.5721,977.6426,2025-10-16 09:00:00+00:00,109961.5721,WIN,2.598,37.5,72,7,EUROPE,True,24.7,43.8,False
COMBINED,BTCUSDT,SHORT,2025-10-16 09:00:00+00:00,110814.2,111764.6568,108438.058,792.0473,2025-10-16 12:00:00+00:00,111764.6568,LOSS,-0.858,-15.0,62,6,EUROPE,False,27.0,50.3,False
COMBINED,BTCUSDT,SHORT,2025-10-16 14:00:00+00:00,110859.6,111862.7476,108351.731,835.9563,2025-10-16 15:00:00+00:00,108351.731,WIN,2.262,37.5,82,8,US,True,28.4,41.3,True
COMBINED,BTCUSDT,SHORT,2025-10-16 15:00:00+00:00,110518.5,111594.7656,107827.8359,896.888,2025-10-16 16:00:00+00:00,107827.8359,WIN,2.435,37.5,82,8,US,True,30.5,28.6,True
COMBINED,BTCUSDT,SHORT,2025-10-16 16:00:00+00:00,108557.9,109761.2552,105549.5119,1002.796,2025-10-17 07:00:00+00:00,105549.5119,WIN,2.771,37.5,72,7,ASIA,False,45.3,31.0,True
COMBINED,BTCUSDT,SHORT,2025-10-17 07:00:00+00:00,106756.2,107859.2212,103998.647,919.1843,2025-10-17 10:00:00+00:00,103998.647,WIN,2.583,37.5,72,7,EUROPE,True,50.5,22.9,False
COMBINED,BTCUSDT,SHORT,2025-10-17 10:00:00+00:00,104522.0,105703.0663,101569.3342,984.2219,2025-10-17 11:00:00+00:00,105703.0663,LOSS,-1.13,-15.0,72,7,EUROPE,False,52.4,25.4,True
COMBINED,BTCUSDT,SHORT,2025-10-17 11:00:00+00:00,104760.9,105977.9044,101718.3889,1014.1704,2025-10-17 12:00:00+00:00,105977.9044,LOSS,-1.162,-15.0,72,7,EUROPE,False,51.5,34.2,True
COMBINED,BTCUSDT,SHORT,2025-10-17 12:00:00+00:00,105685.8,106982.1698,102444.8754,1080.3082,2025-10-17 16:00:00+00:00,106982.1698,LOSS,-1.227,-15.0,64,6,US,True,48.4,46.1,False
COMBINED,BTCUSDT,SHORT,2025-10-18 08:00:00+00:00,106704.0,107635.0504,104376.3741,775.8753,2025-10-19 09:00:00+00:00,107635.0504,LOSS,-0.873,-15.0,70,7,EUROPE,True,10.3,41.1,True
COMBINED,BTCUSDT,SHORT,2025-10-19 09:00:00+00:00,106448.8,106995.2805,105082.5987,455.4004,2025-10-19 10:00:00+00:00,106995.2805,LOSS,-0.513,-15.0,62,6,EUROPE,True,10.4,56.6,True
COMBINED,BTCUSDT,SHORT,2025-10-20 06:00:00+00:00,111040.0,111903.1865,108882.0337,719.3221,2025-10-21 04:00:00+00:00,108882.0337,WIN,1.943,37.5,52,5,ASIA,False,22.3,37.8,False
COMBINED,BTCUSDT,SHORT,2025-10-21 08:00:00+00:00,108091.1,108909.3927,106045.3683,681.9106,2025-10-21 12:00:00+00:00,108909.3927,LOSS,-0.757,-15.0,52,5,EUROPE,False,29.3,43.4,False
COMBINED,BTCUSDT,SHORT,2025-10-21 15:00:00+00:00,112192.1,113340.1727,109321.9183,956.7272,2025-10-21 16:00:00+00:00,113340.1727,LOSS,-1.023,-15.0,82,8,US,True,28.4,73.1,True
COMBINED,BTCUSDT,SHORT,2025-10-21 16:00:00+00:00,113426.6,114649.3361,110369.7598,1018.9467,2025-10-21 21:00:00+00:00,110369.7598,WIN,2.695,37.5,44,4,US,False,29.5,53.3,False
COMBINED,BTCUSDT,SHORT,2025-10-21 23:00:00+00:00,109075.1,110456.5708,105621.423,1151.2257,2025-10-23 16:00:00+00:00,110456.5708,LOSS,-1.267,-15.0,44,4,US,True,20.3,61.5,False
COMBINED,BTCUSDT,SHORT,2025-10-23 18:00:00+00:00,111238.0,112226.3465,108767.1337,823.6221,2025-10-26 09:00:00+00:00,112226.3465,LOSS,-0.888,-15.0,58,6,EUROPE,True,23.9,58.9,False
COMBINED,BTCUSDT,SHORT,2025-10-26 10:00:00+00:00,112541.0,112941.0682,111540.8294,333.3902,2025-10-26 11:00:00+00:00,112941.0682,LOSS,-0.355,-15.0,60,6,EUROPE,False,28.6,70.4,True
COMBINED,BTCUSDT,SHORT,2025-10-26 14:00:00+00:00,113715.0,114227.5614,112433.5965,427.1345,2025-10-26 22:00:00+00:00,114227.5614,LOSS,-0.451,-15.0,42,4,LATE,False,45.3,67.3,False
COMBINED,BTCUSDT,SHORT,2025-10-27 14:00:00+00:00,115262.3,115947.445,113549.4376,570.9541,2025-10-28 05:00:00+00:00,113549.4376,WIN,1.486,37.5,40,4,ASIA,False,27.1,43.1,False
COMBINED,BTCUSDT,SHORT,2025-10-29 15:00:00+00:00,112490.0,113196.0684,110724.829,588.3903,2025-10-29 18:00:00+00:00,110724.829,WIN,1.569,37.5,50,5,US,False,30.1,38.6,False
COMBINED,BTCUSDT,SHORT,2025-10-30 13:00:00+00:00,108389.3,109518.1451,105567.1872,940.7043,2025-10-31 00:00:00+00:00,109518.1451,LOSS,-1.041,-15.0,54,5,LATE,False,54.2,44.5,False
COMBINED,BTCUSDT,SHORT,2025-10-31 09:00:00+00:00,110041.2,111055.776,107504.76,845.48,2025-10-31 15:00:00+00:00,111055.776,LOSS,-0.922,-15.0,74,7,US,True,23.9,58.7,True
COMBINED,BTCUSDT,SHORT,2025-10-31 15:00:00+00:00,110770.0,111833.4337,108111.4158,886.1947,2025-11-03 03:00:00+00:00,108111.4158,WIN,2.4,37.5,62,6,ASIA,False,16.0,34.2,True
COMBINED,BTCUSDT,SHORT,2025-11-03 07:00:00+00:00,107491.9,108189.1853,105748.6867,581.0711,2025-11-03 12:00:00+00:00,108189.1853,LOSS,-0.649,-15.0,62,6,EUROPE,False,32.2,36.6,False
COMBINED,BTCUSDT,SHORT,2025-11-03 14:00:00+00:00,107905.1,108663.218,106009.8051,631.765,2025-11-03 15:00:00+00:00,106009.8051,WIN,1.756,37.5,74,7,US,True,31.1,41.1,True
COMBINED,BTCUSDT,SHORT,2025-11-03 15:00:00+00:00,108049.9,108837.001,106082.1476,655.9175,2025-11-03 16:00:00+00:00,106082.1476,WIN,1.821,37.5,82,8,US,True,32.4,24.7,True
COMBINED,BTCUSDT,SHORT,2025-11-03 16:00:00+00:00,105747.0,106704.1566,103354.1085,797.6305,2025-11-03 17:00:00+00:00,106704.1566,LOSS,-0.905,-15.0,62,6,US,False,33.7,35.8,False
COMBINED,BTCUSDT,SHORT,2025-11-04 06:00:00+00:00,104218.8,105410.7868,101238.8331,993.3223,2025-11-04 17:00:00+00:00,101238.8331,WIN,2.859,37.5,72,7,US,False,45.8,29.5,True
COMBINED,BTCUSDT,SHORT,2025-11-04 17:00:00+00:00,102256.2,103482.62,99190.15,1022.0167,2025-11-04 21:00:00+00:00,99190.15,WIN,2.998,37.5,72,7,US,False,51.7,27.3,True
COMBINED,BTCUSDT,SHORT,2025-11-04 21:00:00+00:00,100765.2,102128.6243,97356.6393,1136.1869,2025-11-05 03:00:00+00:00,102128.6243,LOSS,-1.353,-15.0,54,5,ASIA,False,52.5,41.0,False
COMBINED,BTCUSDT,SHORT,2025-11-05 14:00:00+00:00,102982.0,104164.7264,100025.184,985.6053,2025-11-05 18:00:00+00:00,104164.7264,LOSS,-1.148,-15.0,52,5,US,False,31.3,59.9,False
COMBINED,BTCUSDT,SHORT,2025-11-06 08:00:00+00:00,103188.8,104121.9774,100855.8566,777.6478,2025-11-06 16:00:00+00:00,100855.8566,WIN,2.261,37.5,70,7,US,True,20.0,39.7,True
COMBINED,BTCUSDT,SHORT,2025-11-06 16:00:00+00:00,102014.0,103030.1327,99473.6681,846.7773,2025-11-07 12:00:00+00:00,99473.6681,WIN,2.49,37.5,80,8,EUROPE,False,31.3,34.6,True
COMBINED,BTCUSDT,SHORT,2025-11-07 12:00:00+00:00,100403.1,101323.4369,98102.2579,766.9474,2025-11-07 16:00:00+00:00,101323.4369,LOSS,-0.917,-15.0,82,8,US,True,35.0,43.4,True
COMBINED,BTCUSDT,SHORT,2025-11-07 16:00:00+00:00,100802.6,101848.7502,98187.2245,871.7918,2025-11-07 17:00:00+00:00,101848.7502,LOSS,-1.038,-15.0,54,5,US,False,34.1,47.3,False
COMBINED,BTCUSDT,SHORT,2025-11-07 21:00:00+00:00,103767.1,104879.1835,100986.8912,926.7363,2025-11-09 20:00:00+00:00,104879.1835,LOSS,-1.072,-15.0,62,6,US,False,30.3,75.9,False
COMBINED,BTCUSDT,SHORT,2025-11-10 01:00:00+00:00,106295.2,107213.0785,104000.5039,764.8987,2025-11-11 01:00:00+00:00,107213.0785,LOSS,-0.864,-15.0,48,5,LATE,False,29.1,57.2,False
COMBINED,BTCUSDT,SHORT,2025-11-11 02:00:00+00:00,106103.5,106977.6292,103918.1769,728.441,2025-11-11 03:00:00+00:00,106977.6292,LOSS,-0.824,-15.0,58,6,ASIA,False,28.5,61.9,True
COMBINED,BTCUSDT,SHORT,2025-11-11 16:00:00+00:00,103472.9,104355.1747,101267.2133,735.2289,2025-11-12 09:00:00+00:00,104355.1747,LOSS,-0.853,-15.0,72,7,EUROPE,True,34.4,54.7,False
COMBINED,BTCUSDT,SHORT,2025-11-12 09:00:00+00:00,104153.0,104867.9623,102365.5942,595.8019,2025-11-12 10:00:00+00:00,104867.9623,LOSS,-0.686,-15.0,82,8,EUROPE,True,33.1,58.8,True
COMBINED,BTCUSDT,SHORT,2025-11-12 10:00:00+00:00,104518.9,105264.0936,102655.9161,620.9946,2025-11-12 12:00:00+00:00,105264.0936,LOSS,-0.713,-15.0,62,6,EUROPE,False,31.1,63.7,False
COMBINED,BTCUSDT,SHORT,2025-11-12 14:00:00+00:00,105043.0,105758.7436,103253.6409,596.453,2025-11-12 15:00:00+00:00,103253.6409,WIN,1.703,37.5,74,7,US,True,28.3,48.2,True
COMBINED,BTCUSDT,SHORT,2025-11-12 15:00:00+00:00,103994.0,104781.1391,102026.1523,655.9492,2025-11-12 16:00:00+00:00,102026.1523,WIN,1.892,37.5,74,7,US,True,29.1,33.2,True
COMBINED,BTCUSDT,SHORT,2025-11-12 16:00:00+00:00,102181.9,103110.4377,99860.5557,773.7814,2025-11-13 05:00:00+00:00,103110.4377,LOSS,-0.909,-15.0,54,5,ASIA,False,35.5,42.4,False
COMBINED,BTCUSDT,SHORT,2025-11-13 15:00:00+00:00,102877.4,103884.9879,100358.4303,839.6566,2025-11-13 17:00:00+00:00,100358.4303,WIN,2.449,37.5,72,7,US,False,26.8,33.6,True
COMBINED,BTCUSDT,SHORT,2025-11-13 17:00:00+00:00,100633.6,101728.2189,97897.0526,912.1825,2025-11-14 04:00:00+00:00,97897.0526,WIN,2.719,37.5,62,6,ASIA,False,36.6,38.3,False
COMBINED,BTCUSDT,SHORT,2025-11-14 05:00:00+00:00,97820.9,99100.493,94621.9175,1066.3275,2025-11-14 12:00:00+00:00,94621.9175,WIN,3.27,37.5,62,6,EUROPE,False,45.5,26.2,False
COMBINED,BTCUSDT,SHORT,2025-11-14 13:00:00+00:00,95363.7,96656.8396,92130.8511,1077.6163,2025-11-14 14:00:00+00:00,96656.8396,LOSS,-1.356,-15.0,82,8,US,True,48.7,22.7,True
COMBINED,BTCUSDT,SHORT,2025-11-14 14:00:00+00:00,95249.7,96548.5382,92002.6046,1082.3651,2025-11-14 15:00:00+00:00,96548.5382,LOSS,-1.364,-15.0,82,8,US,True,48.4,36.2,True
COMBINED,BTCUSDT,SHORT,2025-11-14 15:00:00+00:00,96533.2,97896.5154,93124.9114,1136.0962,2025-11-16 22:00:00+00:00,93124.9114,WIN,3.531,37.5,72,7,LATE,False,25.7,28.2,True
COMBINED,BTCUSDT,SHORT,2025-11-16 22:00:00+00:00,93505.9,94361.5983,91366.6542,713.0819,2025-11-16 23:00:00+00:00,94361.5983,LOSS,-0.915,-15.0,72,7,LATE,False,26.2,39.2,True
COMBINED,BTCUSDT,SHORT,2025-11-16 23:00:00+00:00,94201.4,95123.3399,91896.5503,768.2832,2025-11-17 00:00:00+00:00,95123.3399,LOSS,-0.979,-15.0,72,7,LATE,False,26.6,40.2,True
COMBINED,BTCUSDT,SHORT,2025-11-17 00:00:00+00:00,94269.5,95258.0756,91798.061,823.813,2025-11-17 01:00:00+00:00,95258.0756,LOSS,-1.049,-15.0,54,5,LATE,False,25.3,52.6,True
COMBINED,BTCUSDT,SHORT,2025-11-17 14:00:00+00:00,93963.9,94860.617,91722.1076,747.2641,2025-11-17 15:00:00+00:00,94860.617,LOSS,-0.954,-15.0,72,7,US,True,15.9,46.1,True
COMBINED,BTCUSDT,SHORT,2025-11-17 15:00:00+00:00,94766.9,95795.4829,92195.4427,857.1524,2025-11-17 19:00:00+00:00,92195.4427,WIN,2.713,37.5,52,5,US,False,19.9,32.1,False
COMBINED,BTCUSDT,SHORT,2025-11-17 21:00:00+00:00,91918.2,93074.4949,89027.4628,963.5791,2025-11-18 16:00:00+00:00,93074.4949,LOSS,-1.258,-15.0,82,8,US,True,35.2,57.6,True
COMBINED,BTCUSDT,SHORT,2025-11-18 16:00:00+00:00,92906.3,94047.8431,90052.4423,951.2859,2025-11-19 05:00:00+00:00,90052.4423,WIN,3.072,37.5,42,4,ASIA,False,21.1,38.2,False
COMBINED,BTCUSDT,SHORT,2025-11-19 18:00:00+00:00,89500.7,90593.789,86767.9775,910.9075,2025-11-19 21:00:00+00:00,90593.789,LOSS,-1.221,-15.0,62,6,US,False,29.9,36.9,False
COMBINED,BTCUSDT,SHORT,2025-11-20 14:00:00+00:00,91528.1,92437.9858,89253.3855,758.2382,2025-11-20 16:00:00+00:00,89253.3855,WIN,2.485,37.5,62,6,US,True,17.6,34.6,True
COMBINED,BTCUSDT,SHORT,2025-11-20 18:00:00+00:00,87235.3,88451.4226,84194.9936,1013.4355,2025-11-21 07:00:00+00:00,84194.9936,WIN,3.485,37.5,62,6,ASIA,False,37.6,33.1,False
COMBINED,BTCUSDT,SHORT,2025-11-21 08:00:00+00:00,84062.3,85532.3001,80387.2997,1225.0001,2025-11-21 17:00:00+00:00,85532.3001,LOSS,-1.749,-15.0,54,5,US,False,50.1,46.2,False
COMBINED,BTCUSDT,SHORT,2025-11-22 08:00:00+00:00,84583.1,85846.8419,81423.7451,1053.1183,2025-11-23 01:00:00+00:00,85846.8419,LOSS,-1.494,-15.0,52,5,LATE,False,25.2,53.8,False
COMBINED,BTCUSDT,SHORT,2025-11-23 05:00:00+00:00,86553.3,87402.238,84430.9549,707.4484,2025-11-23 16:00:00+00:00,87402.238,LOSS,-0.981,-15.0,54,5,US,True,27.6,64.3,False
COMBINED,BTCUSDT,SHORT,2025-11-26 10:00:00+00:00,86843.5,87600.1306,84951.9234,630.5255,2025-11-26 14:00:00+00:00,87600.1306,LOSS,-0.871,-15.0,70,7,US,True,22.0,48.0,False
COMBINED,BTCUSDT,SHORT,2025-11-26 14:00:00+00:00,87132.9,87857.6523,85321.0192,603.9603,2025-11-26 16:00:00+00:00,87857.6523,LOSS,-0.832,-15.0,70,7,US,True,21.8,46.4,True
COMBINED,BTCUSDT,SHORT,2025-11-26 16:00:00+00:00,86965.0,87717.6913,85083.2716,627.2428,2025-11-26 17:00:00+00:00,87717.6913,LOSS,-0.866,-15.0,52,5,US,False,20.5,55.9,True
COMBINED,BTCUSDT,SHORT,2025-11-26 19:00:00+00:00,90139.9,91058.974,87842.215,765.895,2025-11-27 01:00:00+00:00,91058.974,LOSS,-1.02,-15.0,54,5,LATE,False,27.1,71.0,False
COMBINED,BTCUSDT,SHORT,2025-11-27 14:00:00+00:00,90856.8,91537.6743,89154.6143,567.3952,2025-11-27 16:00:00+00:00,91537.6743,LOSS,-0.749,-15.0,58,6,US,True,35.2,59.9,False
COMBINED,BTCUSDT,SHORT,2025-11-30 08:00:00+00:00,90960.0,91334.7914,90023.0216,312.3261,2025-11-30 09:00:00+00:00,91334.7914,LOSS,-0.412,-15.0,60,6,EUROPE,True,24.5,58.0,True
COMBINED,BTCUSDT,LONG,2025-11-30 10:00:00+00:00,91407.0,91001.2768,92421.3079,338.1026,2025-11-30 11:00:00+00:00,91001.2768,LOSS,-0.444,-15.0,38,4,EUROPE,False,22.3,57.2,False
COMBINED,BTCUSDT,SHORT,2025-12-01 08:00:00+00:00,86552.0,87297.8296,84687.4261,621.5246,2025-12-01 15:00:00+00:00,84687.4261,WIN,2.154,37.5,72,7,US,True,45.2,30.9,False
COMBINED,BTCUSDT,SHORT,2025-12-01 15:00:00+00:00,86052.0,86845.8023,84067.4942,661.5019,2025-12-01 16:00:00+00:00,84067.4942,WIN,2.306,37.5,82,8,US,True,46.4,24.1,True
COMBINED,BTCUSDT,SHORT,2025-12-01 16:00:00+00:00,84687.1,85621.1821,82351.8947,778.4018,2025-12-01 20:00:00+00:00,85621.1821,LOSS,-1.103,-15.0,54,5,US,False,49.5,30.8,False
COMBINED,BTCUSDT,SHORT,2025-12-02 15:00:00+00:00,89262.9,90134.5044,87083.8891,726.337,2025-12-02 16:00:00+00:00,90134.5044,LOSS,-0.976,-15.0,82,8,US,True,23.4,78.4,True
COMBINED,BTCUSDT,SHORT,2025-12-02 16:00:00+00:00,90847.4,91822.3469,88410.0327,812.4558,2025-12-02 17:00:00+00:00,91822.3469,LOSS,-1.073,-15.0,72,7,US,False,25.8,77.1,True
COMBINED,BTCUSDT,SHORT,2025-12-02 17:00:00+00:00,90745.0,91743.1021,88249.7447,831.7518,2025-12-02 18:00:00+00:00,91743.1021,LOSS,-1.1,-15.0,62,6,US,False,28.4,79.6,False
COMBINED,BTCUSDT,SHORT,2025-12-03 14:00:00+00:00,93128.2,93915.2347,91160.6133,655.8622,2025-12-03 22:00:00+00:00,93915.2347,LOSS,-0.845,-15.0,58,6,LATE,False,27.4,65.4,False
COMBINED,BTCUSDT,SHORT,2025-12-05 08:00:00+00:00,92249.8,92950.3851,90498.3372,583.8209,2025-12-05 13:00:00+00:00,90498.3372,WIN,1.899,37.5,50,5,EUROPE,False,29.2,37.6,False
COMBINED,BTCUSDT,SHORT,2025-12-05 14:00:00+00:00,90473.0,91199.7189,88656.2027,605.5991,2025-12-05 15:00:00+00:00,91199.7189,LOSS,-0.803,-15.0,70,7,US,True,33.2,29.4,True
COMBINED,BTCUSDT,SHORT,2025-12-05 15:00:00+00:00,90293.2,91040.0533,88426.0668,622.3777,2025-12-05 16:00:00+00:00,88426.0668,WIN,2.068,37.5,70,7,US,True,33.0,32.3,True
COMBINED,BTCUSDT,SHORT,2025-12-05 16:00:00+00:00,90456.1,91255.4038,88457.8406,666.0865,2025-12-07 14:00:00+00:00,88457.8406,WIN,2.209,37.5,90,9,US,True,22.7,41.1,True
COMBINED,BTCUSDT,SHORT,2025-12-07 14:00:00+00:00,89051.9,89507.0125,87914.1187,379.2604,2025-12-07 15:00:00+00:00,89507.0125,LOSS,-0.511,-15.0,90,9,US,True,24.7,30.8,True
COMBINED,BTCUSDT,SHORT,2025-12-07 15:00:00+00:00,88225.7,88766.0588,86874.8031,450.299,2025-12-07 16:00:00+00:00,88766.0588,LOSS,-0.612,-15.0,90,9,US,True,24.5,51.8,True
COMBINED,BTCUSDT,SHORT,2025-12-07 16:00:00+00:00,89554.7,90188.1617,87971.0457,527.8848,2025-12-07 17:00:00+00:00,90188.1617,LOSS,-0.707,-15.0,62,6,US,False,23.8,55.5,False
COMBINED,BTCUSDT,SHORT,2025-12-13 10:00:00+00:00,90415.1,90867.4132,89284.3171,376.9276,2025-12-14 11:00:00+00:00,89284.3171,WIN,1.251,37.5,80,8,EUROPE,False,26.4,33.5,True
COMBINED,BTCUSDT,SHORT,2025-12-14 11:00:00+00:00,89857.1,90147.4398,89131.2504,241.9499,2025-12-14 12:00:00+00:00,89131.2504,WIN,0.808,37.5,80,8,EUROPE,False,29.5,23.5,True
COMBINED,BTCUSDT,SHORT,2025-12-14 12:00:00+00:00,89355.1,89729.6327,88418.7682,312.1106,2025-12-14 20:00:00+00:00,88418.7682,WIN,1.048,37.5,62,6,US,False,49.6,23.5,False
COMBINED,BTCUSDT,SHORT,2025-12-15 00:00:00+00:00,88163.0,88720.7462,86768.6346,464.7885,2025-12-15 01:00:00+00:00,88720.7462,LOSS,-0.633,-15.0,62,6,LATE,False,59.0,29.5,False
COMBINED,BTCUSDT,SHORT,2025-12-15 08:00:00+00:00,89747.0,90319.8613,88314.8467,477.3844,2025-12-15 14:00:00+00:00,88314.8467,WIN,1.596,37.5,64,6,US,True,27.6,48.5,False
COMBINED,BTCUSDT,SHORT,2025-12-15 15:00:00+00:00,88055.2,88695.955,86453.3125,533.9625,2025-12-15 16:00:00+00:00,86453.3125,WIN,1.819,37.5,82,8,US,True,31.3,21.3,True
COMBINED,BTCUSDT,SHORT,2025-12-15 16:00:00+00:00,87044.6,87774.2011,85220.5973,608.0009,2025-12-15 18:00:00+00:00,85220.5973,WIN,2.095,37.5,62,6,US,False,36.3,15.8,False
COMBINED,BTCUSDT,SHORT,2025-12-16 10:00:00+00:00,86352.3,87050.7056,84606.2861,582.0046,2025-12-16 11:00:00+00:00,87050.7056,LOSS,-0.809,-15.0,62,6,EUROPE,False,42.7,50.5,False
COMBINED,BTCUSDT,SHORT,2025-12-16 14:00:00+00:00,86448.2,87228.525,84497.3876,650.2708,2025-12-16 15:00:00+00:00,87228.525,LOSS,-0.903,-15.0,72,7,US,True,34.7,53.7,True
COMBINED,BTCUSDT,SHORT,2025-12-16 15:00:00+00:00,87298.7,88165.0675,85132.7814,721.9729,2025-12-17 14:00:00+00:00,88165.0675,LOSS,-0.992,-15.0,72,7,US,True,22.5,57.2,True
COMBINED,BTCUSDT,SHORT,2025-12-17 14:00:00+00:00,87622.1,88337.7574,85832.9564,596.3812,2025-12-17 15:00:00+00:00,88337.7574,LOSS,-0.817,-15.0,82,8,US,True,24.1,72.7,True
COMBINED,BTCUSDT,SHORT,2025-12-17 15:00:00+00:00,89682.6,90563.6876,87479.881,734.2397,2025-12-17 16:00:00+00:00,87479.881,WIN,2.456,37.5,64,6,US,True,26.1,49.7,True
COMBINED,BTCUSDT,SHORT,2025-12-18 14:00:00+00:00,88850.0,89634.0795,86889.8014,653.3995,2025-12-18 17:00:00+00:00,86889.8014,WIN,2.206,37.5,54,5,US,False,32.7,58.0,True
COMBINED,BTCUSDT,SHORT,2025-12-18 20:00:00+00:00,84483.5,85639.2785,81594.0538,963.1487,2025-12-18 21:00:00+00:00,85639.2785,LOSS,-1.368,-15.0,62,6,US,False,28.0,33.0,False
COMBINED,BTCUSDT,SHORT,2025-12-19 04:00:00+00:00,86890.0,87976.5344,84173.664,905.4453,2025-12-19 07:00:00+00:00,87976.5344,LOSS,-1.25,-15.0,44,4,ASIA,False,21.6,58.5,False
COMBINED,BTCUSDT,SHORT,2025-12-19 15:00:00+00:00,88175.9,89013.7483,86081.2794,698.2069,2025-12-21 09:00:00+00:00,89013.7483,LOSS,-0.95,-15.0,70,7,EUROPE,True,16.1,62.4,True
COMBINED,BTCUSDT,SHORT,2025-12-21 09:00:00+00:00,88540.5,88859.7679,87742.3302,266.0566,2025-12-21 10:00:00+00:00,88859.7679,LOSS,-0.361,-15.0,72,7,EUROPE,True,18.0,69.4,True
COMBINED,BTCUSDT,SHORT,2025-12-21 10:00:00+00:00,88900.3,89246.6059,88034.5352,288.5883,2025-12-21 13:00:00+00:00,88034.5352,WIN,0.974,37.5,62,6,EUROPE,False,23.4,60.1,True
