strategy,symbol,side,entry_time,entry_px,sl_px,tp_px,atr,exit_time,exit_px,outcome,pnl_pct,pnl_usd,score,passed,session,in_killzone,adx,rsi,vol_expand
MEAN_REVERSION,BTCUSDT,SHORT,2023-05-05 02:00:00+00:00,29330.6,29564.1375,28746.7563,194.6146,2023-05-05 12:00:00+00:00,28746.7563,WIN,1.991,37.5,40,4,EUROPE,False,24.1,56.7,False
MEAN_REVERSION,BTCUSDT,LONG,2023-05-08 00:00:00+00:00,28429.5,28237.7388,28908.9031,159.801,2023-05-08 01:00:00+00:00,28237.7388,LOSS,-0.675,-15.0,40,4,LATE,False,19.9,36.5,True
MEAN_REVERSION,BTCUSDT,SHORT,2023-05-10 13:00:00+00:00,28174.9,28360.2338,27711.5656,154.4448,2023-05-10 17:00:00+00:00,27711.5656,WIN,1.644,37.5,62,6,US,False,26.7,68.4,False
MEAN_REVERSION,BTCUSDT,SHORT,2023-05-14 16:00:00+00:00,27081.9,27217.9731,26741.7172,113.3943,2023-05-15 00:00:00+00:00,26741.7172,WIN,1.256,37.5,50,5,LATE,False,15.7,53.5,False
MEAN_REVERSION,BTCUSDT,SHORT,2023-05-15 02:00:00+00:00,27217.0,27391.1279,26781.6803,145.1066,2023-05-15 06:00:00+00:00,27391.1279,LOSS,-0.64,-15.0,62,6,ASIA,False,21.3,69.8,True
MEAN_REVERSION,BTCUSDT,LONG,2023-05-17 09:00:00+00:00,26807.7,26651.9844,27196.989,129.763,2023-05-17 11:00:00+00:00,26651.9844,LOSS,-0.581,-15.0,18,2,EUROPE,False,18.8,39.3,False
MEAN_REVERSION,BTCUSDT,SHORT,2023-05-26 15:00:00+00:00,26766.3,26926.3219,26366.2452,133.3516,2023-05-28 00:00:00+00:00,26926.3219,LOSS,-0.598,-15.0,52,5,LATE,False,18.3,65.5,False
MEAN_REVERSION,BTCUSDT,LONG,2023-05-31 05:00:00+00:00,27258.4,27071.559,27725.5026,155.7009,2023-05-31 06:00:00+00:00,27071.559,LOSS,-0.685,-15.0,40,4,ASIA,False,17.0,24.3,True
MEAN_REVERSION,BTCUSDT,LONG,2023-05-31 06:00:00+00:00,27085.3,26887.779,27579.1024,164.6008,2023-05-31 14:00:00+00:00,26887.779,LOSS,-0.729,-15.0,42,4,US,True,33.3,32.1,False
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-03 16:00:00+00:00,27302.0,27401.2375,27053.9063,82.6979,2023-06-03 19:00:00+00:00,27053.9063,WIN,0.909,37.5,50,5,US,False,12.0,49.4,False
MEAN_REVERSION,BTCUSDT,LONG,2023-06-05 03:00:00+00:00,26928.2,26795.5622,27259.7946,110.5315,2023-06-05 04:00:00+00:00,26795.5622,LOSS,-0.493,-15.0,28,3,ASIA,False,14.9,28.9,True
MEAN_REVERSION,BTCUSDT,LONG,2023-06-05 04:00:00+00:00,26847.2,26712.4906,27183.9736,112.2579,2023-06-05 09:00:00+00:00,26712.4906,LOSS,-0.502,-15.0,20,2,EUROPE,True,19.2,31.2,False
MEAN_REVERSION,BTCUSDT,LONG,2023-06-10 05:00:00+00:00,25766.1,25586.9068,26214.083,149.3277,2023-06-10 06:00:00+00:00,25586.9068,LOSS,-0.695,-15.0,28,3,ASIA,False,20.4,14.0,True
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-13 03:00:00+00:00,26129.8,26302.1821,25698.8447,143.6518,2023-06-13 12:00:00+00:00,26302.1821,LOSS,-0.66,-15.0,62,6,EUROPE,False,21.6,65.9,True
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-16 16:00:00+00:00,25842.5,26044.1758,25338.3105,168.0632,2023-06-16 17:00:00+00:00,26044.1758,LOSS,-0.78,-15.0,62,6,US,False,15.6,70.9,True
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-16 17:00:00+00:00,25965.0,26171.5732,25448.5669,172.1444,2023-06-16 18:00:00+00:00,26171.5732,LOSS,-0.796,-15.0,62,6,US,False,16.3,78.3,True
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-16 18:00:00+00:00,26317.5,26541.6066,25757.2336,186.7555,2023-06-17 05:00:00+00:00,26541.6066,LOSS,-0.852,-15.0,62,6,ASIA,False,22.2,68.1,False
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-23 16:00:00+00:00,31241.3,31571.2037,30416.5406,274.9198,2023-06-24 01:00:00+00:00,30416.5406,WIN,2.64,37.5,18,2,LATE,False,21.8,51.1,False
MEAN_REVERSION,BTCUSDT,LONG,2023-06-26 02:00:00+00:00,30175.4,29964.7927,30701.9183,175.5061,2023-06-26 17:00:00+00:00,29964.7927,LOSS,-0.698,-15.0,50,5,US,False,13.2,39.1,True
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-27 12:00:00+00:00,30732.0,30930.1543,30236.6142,165.1286,2023-06-27 14:00:00+00:00,30930.1543,LOSS,-0.645,-15.0,20,2,US,True,17.3,58.6,False
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-27 15:00:00+00:00,30810.7,31029.8751,30262.7623,182.6459,2023-06-28 07:00:00+00:00,30262.7623,WIN,1.778,37.5,18,2,ASIA,False,15.8,42.9,False
MEAN_REVERSION,BTCUSDT,SHORT,2023-06-30 04:00:00+00:00,30740.8,30956.4175,30201.7562,179.6813,2023-06-30 05:00:00+00:00,30956.4175,LOSS,-0.701,-15.0,38,4,ASIA,False,20.5,69.5,True
MEAN_REVERSION,BTCUSDT,SHORT,2023-07-03 16:00:00+00:00,31071.6,31221.0321,30698.0198,124.5267,2023-07-03 18:00:00+00:00,31221.0321,LOSS,-0.481,-15.0,28,3,US,False,20.9,70.5,False
