tf,sym,side,score,score_trend,score_smc,score_osc,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl
15m,BTC/USDT,SHORT,10,8,2,0,101898.1,103212.3,100321.06,99269.7,1.29,28.3,True,TRENDING,2025-05-15 07:15:00+00:00,2025-05-15 15:45:00+00:00,103212.3,SL,False,LOSS,-10.0
15m,BTC/USDT,LONG,9,8,2,0,103782.0,102710.6,105067.68,105924.8,1.032,53.5,False,RANGING,2025-05-16 01:15:00+00:00,2025-05-17 01:15:00+00:00,102710.6,SL,False,LOSS,-10.0
15m,BTC/USDT,SHORT,10,8,1,2,102995.3,104036.0,101746.46,100913.9,1.01,33.3,False,RANGING,2025-05-17 01:15:00+00:00,2025-05-18 08:00:00+00:00,104036.0,SL,False,LOSS,-10.0
15m,BTC/USDT,LONG,12,8,2,2,103953.1,103279.6,104761.3,105300.1,0.648,71.1,True,TRENDING,2025-05-18 09:15:00+00:00,2025-05-18 14:45:00+00:00,105300.1,TP2,True,WIN,16.0
15m,BTC/USDT,LONG,10,8,2,0,105330.4,103698.6,107288.56,108594.0,1.549,76.0,True,VOLATILE,2025-05-18 15:15:00+00:00,2025-05-18 20:00:00+00:00,103698.6,SL,False,LOSS,-10.0
15m,BTC/USDT,LONG,9,8,2,0,105894.9,103270.7,109043.94,111143.3,2.478,64.8,False,VOLATILE,2025-05-18 23:15:00+00:00,2025-05-19 04:00:00+00:00,103270.7,SL,False,LOSS,-10.0
15m,BTC/USDT,SHORT,9,6,0,2,103244.2,103772.0,102610.84,102188.6,0.511,46.2,True,TRENDING,2025-05-19 09:15:00+00:00,2025-05-19 12:30:00+00:00,102188.6,TP2,True,WIN,16.0
15m,BTC/USDT,SHORT,13,9,2,2,102526.0,103445.1,101423.08,100687.8,0.896,34.0,True,TRENDING,2025-05-19 13:15:00+00:00,2025-05-19 13:45:00+00:00,103445.1,SL,False,LOSS,-10.0
15m,BTC/USDT,LONG,9,7,3,0,105244.0,102155.7,108949.96,111420.6,2.934,66.4,False,TRENDING,2025-05-19 17:15:00+00:00,2025-05-21 17:45:00+00:00,106590.0,TIMEOUT,True,WIN,8.18
15m,BTC/USDT,LONG,10,9,2,0,108080.0,106115.5,110437.4,112009.0,1.818,56.6,False,RANGING,2025-05-21 21:15:00+00:00,2025-05-23 12:00:00+00:00,108080.0,SL_BE,True,WIN,6.0
15m,BTC/USDT,LONG,8,7,2,0,108632.9,107172.5,110385.38,111553.7,1.344,70.0,False,TRENDING,2025-05-25 23:15:00+00:00,2025-05-27 01:15:00+00:00,108632.9,SL_BE,True,WIN,6.0
15m,BTC/USDT,LONG,10,9,1,0,109518.0,108536.9,110695.32,111480.2,0.896,64.5,True,RANGING,2025-05-27 09:15:00+00:00,2025-05-27 14:30:00+00:00,109518.0,SL_BE,True,WIN,6.0
15m,BTC/USDT,LONG,10,7,3,0,109658.1,108621.2,110902.38,111731.9,0.946,47.7,True,RANGING,2025-05-27 15:15:00+00:00,2025-05-27 22:15:00+00:00,108621.2,SL,False,LOSS,-10.0
15m,BTC/USDT,SHORT,9,5,3,0,108728.9,109139.3,108236.42,107908.1,0.377,49.7,True,RANGING,2025-05-28 13:15:00+00:00,2025-05-28 14:00:00+00:00,107908.1,TP2,True,WIN,16.0
15m,BTC/USDT,SHORT,10,8,2,0,107299.3,109060.0,105186.46,103777.9,1.641,19.2,True,TRENDING,2025-05-28 15:15:00+00:00,2025-05-30 15:45:00+00:00,105538.8,TIMEOUT,True,WIN,11.0
