tf,sym,side,score,score_trend,score_smc,score_osc,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl
2h,ETH/USDT,LONG,8,8,1,0,2169.26,2102.86,2248.94,2302.06,3.061,53.7,False,RANGING,2026-03-25 22:00:00+00:00,2026-03-26 08:00:00+00:00,2102.86,SL,False,LOSS,-10.0
2h,ETH/USDT,LONG,8,0,1,6,2007.2,1966.88,2055.58,2087.84,2.009,34.7,False,TRENDING,2026-03-28 06:00:00+00:00,2026-03-29 22:00:00+00:00,1966.88,SL,False,LOSS,-10.0
2h,ETH/USDT,LONG,8,5,2,0,2071.55,1938.36,2231.38,2337.93,6.429,62.3,True,RANGING,2026-03-30 10:00:00+00:00,2026-04-01 14:00:00+00:00,2135.07,TIMEOUT,False,WIN,4.77
2h,ETH/USDT,LONG,10,7,1,2,2140.22,2012.55,2293.42,2395.56,5.965,68.0,False,TRENDING,2026-04-01 22:00:00+00:00,2026-04-04 02:00:00+00:00,2050.05,TIMEOUT,False,LOSS,-7.06
2h,ETH/USDT,LONG,8,7,2,0,2129.15,2021.66,2258.14,2344.13,5.048,72.9,False,RANGING,2026-04-06 02:00:00+00:00,2026-04-08 06:00:00+00:00,2253.55,TIMEOUT,True,WIN,11.79
2h,ETH/USDT,LONG,11,8,2,2,2253.55,2060.11,2485.68,2640.43,8.584,73.1,False,TRENDING,2026-04-08 06:00:00+00:00,2026-04-10 10:00:00+00:00,2215.56,TIMEOUT,False,LOSS,-1.96
2h,ETH/USDT,LONG,15,9,4,2,2215.56,2157.49,2285.24,2331.7,2.621,51.7,True,RANGING,2026-04-10 10:00:00+00:00,2026-04-12 00:00:00+00:00,2215.56,SL_BE,True,WIN,6.0
2h,ETH/USDT,LONG,9,5,2,2,2218.49,2190.3,2252.31,2274.86,1.27,45.1,False,RANGING,2026-04-12 06:00:00+00:00,2026-04-12 12:00:00+00:00,2190.3,SL,False,LOSS,-10.0
4h,ETH/USDT,LONG,9,7,2,0,1723.4,1461.0,2038.28,2248.2,15.226,76.2,True,TRENDING,2023-02-16 12:00:00+00:00,2023-02-18 20:00:00+00:00,1691.55,TIMEOUT,False,LOSS,-1.21
4h,ETH/USDT,SHORT,8,0,5,2,1707.12,1735.0,1673.67,1651.37,1.633,62.6,True,TRENDING,2023-02-20 12:00:00+00:00,2023-02-21 20:00:00+00:00,1651.37,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,9,8,2,0,1568.7,1677.85,1437.72,1350.4,6.958,37.1,False,TRENDING,2023-03-04 04:00:00+00:00,2023-03-06 12:00:00+00:00,1577.9,TIMEOUT,False,LOSS,-0.84
4h,ETH/USDT,SHORT,8,8,0,0,1577.9,1649.08,1492.48,1435.54,4.511,37.6,True,TRENDING,2023-03-06 12:00:00+00:00,2023-03-08 20:00:00+00:00,1532.66,TIMEOUT,False,WIN,6.36
4h,ETH/USDT,SHORT,11,8,2,2,1532.66,1584.21,1470.8,1429.56,3.363,40.6,False,TRENDING,2023-03-08 20:00:00+00:00,2023-03-10 00:00:00+00:00,1429.56,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,9,8,2,0,1426.72,1584.21,1237.73,1111.74,11.039,16.1,False,TRENDING,2023-03-10 00:00:00+00:00,2023-03-12 08:00:00+00:00,1464.47,TIMEOUT,False,LOSS,-2.4
4h,ETH/USDT,SHORT,8,6,0,2,1512.55,1546.39,1471.94,1444.87,2.237,44.9,False,TRENDING,2023-03-12 16:00:00+00:00,2023-03-13 00:00:00+00:00,1546.39,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,0,4,1666.34,1703.52,1621.72,1591.98,2.231,64.7,True,VOLATILE,2023-03-13 12:00:00+00:00,2023-03-14 12:00:00+00:00,1703.52,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,0,3,4,1793.43,1843.14,1733.78,1694.01,2.772,61.1,True,TRENDING,2023-03-19 12:00:00+00:00,2023-03-21 12:00:00+00:00,1793.43,SL_BE,True,WIN,6.0
4h,ETH/USDT,LONG,8,0,3,4,1814.91,1785.12,1850.65,1874.48,1.641,35.8,True,TRENDING,2023-04-25 12:00:00+00:00,2023-04-26 00:00:00+00:00,1874.48,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,13,10,4,0,1849.39,1939.42,1741.35,1669.33,4.868,38.3,False,RANGING,2023-05-01 04:00:00+00:00,2023-05-03 12:00:00+00:00,1853.28,TIMEOUT,False,LOSS,-0.43
4h,ETH/USDT,SHORT,9,9,0,0,1853.28,1939.42,1749.91,1681.0,4.648,48.0,True,RANGING,2023-05-03 12:00:00+00:00,2023-05-05 12:00:00+00:00,1939.42,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,12,10,3,0,1851.34,2019.0,1650.15,1516.02,9.056,40.9,False,RANGING,2023-05-08 04:00:00+00:00,2023-05-10 12:00:00+00:00,1872.57,TIMEOUT,False,LOSS,-1.27
4h,ETH/USDT,SHORT,8,8,0,0,1872.57,1933.2,1799.81,1751.31,3.238,44.6,True,RANGING,2023-05-10 12:00:00+00:00,2023-05-12 04:00:00+00:00,1751.31,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,11,8,2,2,1759.13,1887.56,1605.01,1502.27,7.301,28.9,False,TRENDING,2023-05-12 04:00:00+00:00,2023-05-14 12:00:00+00:00,1818.78,TIMEOUT,False,LOSS,-4.64
4h,ETH/USDT,SHORT,14,9,3,2,1818.78,1841.95,1790.97,1772.43,1.274,45.9,True,TRENDING,2023-05-14 12:00:00+00:00,2023-05-15 04:00:00+00:00,1818.78,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,8,6,3,0,1824.34,1848.71,1795.09,1775.6,1.336,56.4,False,TRENDING,2023-05-15 08:00:00+00:00,2023-05-17 16:00:00+00:00,1824.34,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,10,8,3,0,1828.01,1848.9,1802.94,1786.22,1.143,42.8,False,RANGING,2023-05-17 16:00:00+00:00,2023-05-19 12:00:00+00:00,1828.01,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,10,8,2,0,1815.61,1837.37,1789.5,1772.09,1.198,47.6,True,RANGING,2023-05-19 12:00:00+00:00,2023-05-21 20:00:00+00:00,1805.0,TIMEOUT,False,WIN,4.88
4h,ETH/USDT,SHORT,10,9,2,0,1805.0,1829.84,1775.19,1755.32,1.376,47.2,False,RANGING,2023-05-21 20:00:00+00:00,2023-05-23 00:00:00+00:00,1829.84,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,9,5,4,0,1865.57,1879.26,1849.15,1838.2,0.734,54.2,False,RANGING,2023-05-23 00:00:00+00:00,2023-05-24 00:00:00+00:00,1838.2,TP2,True,WIN,15.99
4h,ETH/USDT,SHORT,8,6,0,2,1816.31,1879.78,1740.15,1689.37,3.494,43.9,False,RANGING,2023-05-24 08:00:00+00:00,2023-05-26 16:00:00+00:00,1835.46,TIMEOUT,False,LOSS,-3.02
4h,ETH/USDT,SHORT,8,0,4,4,1870.0,1914.3,1816.84,1781.4,2.369,49.9,False,RANGING,2023-06-05 00:00:00+00:00,2023-06-06 16:00:00+00:00,1870.0,SL_BE,True,WIN,6.0
4h,ETH/USDT,LONG,8,0,3,4,1842.12,1797.21,1896.01,1931.94,2.438,46.8,True,RANGING,2023-06-09 12:00:00+00:00,2023-06-10 04:00:00+00:00,1797.21,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,11,7,0,4,1732.16,1898.8,1532.19,1398.88,9.62,41.6,False,RANGING,2023-06-10 04:00:00+00:00,2023-06-12 12:00:00+00:00,1732.08,TIMEOUT,False,BE,0.0
4h,ETH/USDT,LONG,10,0,2,6,1732.08,1707.64,1761.41,1780.96,1.411,37.5,True,TRENDING,2023-06-12 12:00:00+00:00,2023-06-13 16:00:00+00:00,1732.08,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,9,8,0,2,1740.37,1830.19,1632.59,1560.73,5.161,36.7,False,RANGING,2023-06-13 16:00:00+00:00,2023-06-16 00:00:00+00:00,1666.58,TIMEOUT,True,WIN,10.11
4h,ETH/USDT,SHORT,9,8,2,0,1666.58,1767.23,1545.8,1465.28,6.039,34.1,False,TRENDING,2023-06-16 00:00:00+00:00,2023-06-17 04:00:00+00:00,1767.23,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,9,5,0,4,1738.63,1777.0,1692.59,1661.89,2.207,61.1,False,TRENDING,2023-06-17 08:00:00+00:00,2023-06-19 16:00:00+00:00,1724.47,TIMEOUT,False,WIN,3.69
4h,ETH/USDT,SHORT,10,8,3,0,1850.7,1905.8,1784.58,1740.5,2.977,36.4,False,RANGING,2023-07-25 04:00:00+00:00,2023-07-27 12:00:00+00:00,1868.89,TIMEOUT,False,LOSS,-3.3
4h,ETH/USDT,SHORT,9,8,1,0,1868.89,1891.0,1842.36,1824.67,1.183,56.0,True,RANGING,2023-07-27 12:00:00+00:00,2023-07-29 20:00:00+00:00,1880.39,TIMEOUT,False,LOSS,-5.2
4h,ETH/USDT,SHORT,11,5,5,0,1876.37,1886.6,1864.09,1855.91,0.545,54.8,True,RANGING,2023-07-30 12:00:00+00:00,2023-07-31 00:00:00+00:00,1876.37,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,9,6,4,0,1869.03,1886.6,1847.95,1833.89,0.94,40.9,False,RANGING,2023-07-31 00:00:00+00:00,2023-08-01 04:00:00+00:00,1833.89,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,9,8,2,0,1834.09,1886.6,1771.08,1729.07,2.863,24.4,False,RANGING,2023-08-01 04:00:00+00:00,2023-08-03 12:00:00+00:00,1840.53,TIMEOUT,False,LOSS,-1.23
4h,ETH/USDT,SHORT,11,8,3,0,1840.53,1879.44,1793.84,1762.71,2.114,41.8,True,TRENDING,2023-08-03 12:00:00+00:00,2023-08-05 20:00:00+00:00,1836.51,TIMEOUT,False,WIN,1.03
4h,ETH/USDT,SHORT,11,9,3,0,1836.51,1861.27,1806.8,1786.99,1.348,45.5,False,RANGING,2023-08-05 20:00:00+00:00,2023-08-08 04:00:00+00:00,1836.51,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,10,9,2,0,1830.69,1848.6,1809.2,1794.87,0.978,45.9,False,RANGING,2023-08-08 04:00:00+00:00,2023-08-08 12:00:00+00:00,1848.6,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,11,9,2,0,1843.26,1854.99,1829.19,1819.81,0.636,53.8,True,RANGING,2023-08-08 12:00:00+00:00,2023-08-08 20:00:00+00:00,1854.99,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,10,3,3,4,1856.14,1871.49,1837.72,1825.44,0.827,66.1,False,RANGING,2023-08-08 20:00:00+00:00,2023-08-09 12:00:00+00:00,1871.49,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,9,3,2,4,1852.49,1876.57,1823.59,1804.33,1.3,52.7,False,RANGING,2023-08-10 20:00:00+00:00,2023-08-13 04:00:00+00:00,1849.9,TIMEOUT,False,WIN,1.08
4h,ETH/USDT,SHORT,15,6,5,4,1846.65,1865.84,1823.62,1808.27,1.039,42.7,False,RANGING,2023-08-14 00:00:00+00:00,2023-08-16 08:00:00+00:00,1825.33,TIMEOUT,True,WIN,11.56
4h,ETH/USDT,SHORT,11,8,2,2,1825.33,1861.85,1781.51,1752.29,2.001,34.5,False,RANGING,2023-08-16 08:00:00+00:00,2023-08-17 12:00:00+00:00,1752.29,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,12,8,2,2,1739.66,1856.59,1599.34,1505.8,6.721,17.5,True,VOLATILE,2023-08-17 12:00:00+00:00,2023-08-19 20:00:00+00:00,1670.17,TIMEOUT,True,WIN,8.97
4h,ETH/USDT,SHORT,10,8,3,0,1670.17,1829.06,1479.5,1352.39,9.513,28.2,False,VOLATILE,2023-08-19 20:00:00+00:00,2023-08-22 04:00:00+00:00,1666.67,TIMEOUT,False,WIN,0.22
4h,ETH/USDT,SHORT,13,8,4,2,1666.67,1697.97,1629.11,1604.07,1.878,36.1,False,TRENDING,2023-08-22 04:00:00+00:00,2023-08-22 20:00:00+00:00,1604.07,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,11,8,4,0,1635.21,1697.97,1559.9,1509.69,3.838,25.3,False,TRENDING,2023-08-22 20:00:00+00:00,2023-08-23 16:00:00+00:00,1697.97,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,9,8,2,0,1687.17,1708.63,1661.42,1644.25,1.272,44.7,False,TRENDING,2023-08-23 16:00:00+00:00,2023-08-24 16:00:00+00:00,1644.25,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,8,8,1,0,1650.18,1703.0,1586.8,1544.54,3.201,39.9,False,TRENDING,2023-08-24 16:00:00+00:00,2023-08-27 00:00:00+00:00,1647.4,TIMEOUT,False,WIN,0.53
4h,ETH/USDT,SHORT,8,9,0,0,1647.4,1703.0,1580.68,1536.2,3.375,43.1,False,RANGING,2023-08-27 00:00:00+00:00,2023-08-29 08:00:00+00:00,1642.54,TIMEOUT,False,WIN,0.87
4h,ETH/USDT,SHORT,12,9,2,2,1642.54,1664.32,1616.4,1598.98,1.326,46.0,False,RANGING,2023-08-29 08:00:00+00:00,2023-08-29 16:00:00+00:00,1664.32,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,2,2,1689.12,1746.68,1620.05,1574.0,3.408,62.9,True,RANGING,2023-08-31 12:00:00+00:00,2023-09-02 20:00:00+00:00,1637.34,TIMEOUT,True,WIN,10.5
4h,ETH/USDT,SHORT,10,8,0,2,1633.09,1729.64,1517.23,1439.99,5.912,39.8,True,TRENDING,2023-09-03 12:00:00+00:00,2023-09-05 20:00:00+00:00,1634.47,TIMEOUT,False,LOSS,-0.14
4h,ETH/USDT,SHORT,14,9,4,2,1634.47,1648.76,1617.32,1605.88,0.875,45.7,False,TRENDING,2023-09-05 20:00:00+00:00,2023-09-06 16:00:00+00:00,1648.76,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,14,8,5,2,1631.2,1648.45,1610.5,1596.7,1.058,40.4,False,RANGING,2023-09-06 16:00:00+00:00,2023-09-07 20:00:00+00:00,1648.45,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,9,0,0,1648.12,1672.19,1619.24,1599.98,1.46,51.7,False,RANGING,2023-09-07 20:00:00+00:00,2023-09-10 04:00:00+00:00,1625.14,TIMEOUT,True,WIN,10.77
4h,ETH/USDT,SHORT,13,9,0,4,1625.14,1672.19,1568.68,1531.04,2.895,46.1,False,RANGING,2023-09-10 04:00:00+00:00,2023-09-11 20:00:00+00:00,1531.04,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,9,8,2,0,1552.0,1647.57,1437.32,1360.86,6.158,11.6,False,TRENDING,2023-09-11 20:00:00+00:00,2023-09-14 04:00:00+00:00,1621.44,TIMEOUT,False,LOSS,-7.27
4h,ETH/USDT,SHORT,9,5,2,2,1624.79,1646.24,1599.05,1581.89,1.32,56.8,False,RANGING,2023-09-14 08:00:00+00:00,2023-09-15 20:00:00+00:00,1646.24,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,3,2,1641.47,1660.29,1618.89,1603.83,1.147,61.4,False,RANGING,2023-09-16 00:00:00+00:00,2023-09-18 00:00:00+00:00,1603.83,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,12,10,3,0,1623.39,1669.0,1568.66,1532.17,2.81,43.0,False,RANGING,2023-09-21 00:00:00+00:00,2023-09-23 08:00:00+00:00,1593.31,TIMEOUT,True,WIN,9.3
4h,ETH/USDT,SHORT,8,8,0,0,1590.64,1649.53,1519.97,1472.86,3.702,38.8,True,TRENDING,2023-09-23 12:00:00+00:00,2023-09-25 20:00:00+00:00,1588.16,TIMEOUT,False,WIN,0.42
4h,ETH/USDT,SHORT,10,9,2,0,1588.16,1602.68,1570.74,1559.12,0.914,48.4,False,TRENDING,2023-09-25 20:00:00+00:00,2023-09-27 08:00:00+00:00,1602.68,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,13,9,3,2,1629.76,1641.55,1615.61,1606.18,0.724,50.2,False,TRENDING,2023-09-27 08:00:00+00:00,2023-09-27 20:00:00+00:00,1606.18,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,8,6,3,0,1620.66,1662.99,1569.86,1536.0,2.612,47.7,False,TRENDING,2023-10-09 04:00:00+00:00,2023-10-11 12:00:00+00:00,1559.4,TIMEOUT,True,WIN,13.24
4h,ETH/USDT,SHORT,8,8,0,0,1559.4,1641.61,1460.75,1394.98,5.272,37.2,True,TRENDING,2023-10-11 12:00:00+00:00,2023-10-13 20:00:00+00:00,1552.26,TIMEOUT,False,WIN,0.87
4h,ETH/USDT,SHORT,10,8,3,0,1552.26,1594.73,1501.3,1467.32,2.736,39.3,False,TRENDING,2023-10-13 20:00:00+00:00,2023-10-16 04:00:00+00:00,1579.0,TIMEOUT,False,LOSS,-6.3
4h,ETH/USDT,SHORT,11,9,3,0,1579.0,1591.63,1563.84,1553.74,0.8,53.4,False,RANGING,2023-10-16 04:00:00+00:00,2023-10-16 12:00:00+00:00,1591.63,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,3,2,1562.86,1644.46,1464.94,1399.66,5.221,49.2,False,TRENDING,2023-10-18 16:00:00+00:00,2023-10-21 00:00:00+00:00,1597.84,TIMEOUT,False,LOSS,-4.29
4h,ETH/USDT,SHORT,9,0,2,6,1787.11,1854.73,1705.97,1651.87,3.784,64.2,False,VOLATILE,2023-10-25 20:00:00+00:00,2023-10-26 04:00:00+00:00,1854.73,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,11,0,3,6,1778.04,1868.0,1670.09,1598.12,5.06,62.3,True,VOLATILE,2023-10-26 12:00:00+00:00,2023-10-28 20:00:00+00:00,1776.11,TIMEOUT,False,WIN,0.21
4h,ETH/USDT,LONG,8,0,5,2,1791.63,1762.49,1826.6,1849.91,1.626,57.2,True,RANGING,2023-10-31 12:00:00+00:00,2023-11-01 12:00:00+00:00,1791.63,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,8,0,3,4,2068.01,2136.68,1985.61,1930.67,3.321,63.8,True,TRENDING,2023-11-11 12:00:00+00:00,2023-11-13 20:00:00+00:00,2053.7,TIMEOUT,False,WIN,2.08
4h,ETH/USDT,SHORT,8,0,3,4,2252.26,2312.0,2180.57,2132.78,2.652,61.8,True,TRENDING,2023-12-06 12:00:00+00:00,2023-12-07 12:00:00+00:00,2312.0,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,10,0,2,6,2362.63,2402.56,2314.71,2282.77,1.69,61.7,True,TRENDING,2023-12-09 12:00:00+00:00,2023-12-11 04:00:00+00:00,2282.77,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,9,0,2,6,2522.56,2717.43,2288.72,2132.82,7.725,61.6,False,VOLATILE,2024-01-12 20:00:00+00:00,2024-01-15 04:00:00+00:00,2513.13,TIMEOUT,False,WIN,0.48
4h,ETH/USDT,SHORT,9,7,0,2,2218.18,2438.61,1953.66,1777.32,9.937,31.2,False,TRENDING,2024-01-25 16:00:00+00:00,2024-01-28 00:00:00+00:00,2287.01,TIMEOUT,False,LOSS,-3.12
4h,ETH/USDT,SHORT,12,9,2,2,2287.01,2317.48,2250.45,2226.07,1.332,49.6,False,TRENDING,2024-01-28 00:00:00+00:00,2024-01-29 16:00:00+00:00,2287.01,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,8,3,3,2,2311.36,2341.66,2274.99,2250.75,1.311,62.4,False,RANGING,2024-01-30 00:00:00+00:00,2024-01-30 12:00:00+00:00,2341.66,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,10,5,1,4,2257.17,2392.91,2094.28,1985.69,6.014,45.4,False,RANGING,2024-02-01 00:00:00+00:00,2024-02-03 08:00:00+00:00,2303.73,TIMEOUT,False,LOSS,-3.43
4h,ETH/USDT,SHORT,13,5,5,2,2303.7,2351.98,2245.76,2207.14,2.096,50.0,True,RANGING,2024-02-03 12:00:00+00:00,2024-02-05 20:00:00+00:00,2301.92,TIMEOUT,False,WIN,0.37
4h,ETH/USDT,SHORT,10,5,5,0,2301.92,2338.47,2258.06,2228.82,1.588,50.7,False,RANGING,2024-02-05 20:00:00+00:00,2024-02-06 08:00:00+00:00,2338.47,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,3,2,2362.98,2392.54,2327.51,2303.86,1.251,63.3,False,RANGING,2024-02-07 04:00:00+00:00,2024-02-07 16:00:00+00:00,2392.54,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,0,3,4,2509.0,2539.81,2472.03,2447.38,1.228,71.6,True,TRENDING,2024-02-11 12:00:00+00:00,2024-02-12 12:00:00+00:00,2509.0,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,8,0,3,4,3349.08,3404.67,3282.38,3237.91,1.66,75.6,True,TRENDING,2024-02-28 12:00:00+00:00,2024-02-29 00:00:00+00:00,3349.08,SL_BE,True,WIN,6.0
4h,ETH/USDT,LONG,8,0,3,4,3627.78,3412.8,3885.76,4057.74,5.926,38.0,True,TRENDING,2024-03-17 12:00:00+00:00,2024-03-19 00:00:00+00:00,3412.8,SL,False,LOSS,-10.0
4h,ETH/USDT,LONG,8,0,5,2,3536.2,3460.4,3627.16,3687.8,2.144,54.8,True,RANGING,2024-03-30 12:00:00+00:00,2024-04-01 04:00:00+00:00,3536.2,SL_BE,True,WIN,6.0
4h,ETH/USDT,SHORT,9,8,2,0,3305.59,3655.63,2885.54,2605.51,10.589,36.7,False,TRENDING,2024-04-03 04:00:00+00:00,2024-04-05 12:00:00+00:00,3326.35,TIMEOUT,False,LOSS,-0.59
4h,ETH/USDT,SHORT,8,8,0,0,3326.35,3506.0,3110.77,2967.05,5.401,34.2,True,TRENDING,2024-04-05 12:00:00+00:00,2024-04-07 20:00:00+00:00,3454.2,TIMEOUT,False,LOSS,-7.12
4h,ETH/USDT,SHORT,8,6,3,0,3454.2,3507.89,3389.78,3346.83,1.554,54.8,False,RANGING,2024-04-07 20:00:00+00:00,2024-04-08 08:00:00+00:00,3507.89,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,5,2,0,3440.71,3726.72,3097.5,2868.69,8.313,52.2,True,RANGING,2024-04-12 12:00:00+00:00,2024-04-13 20:00:00+00:00,2868.69,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,11,8,2,2,3006.08,3617.79,2272.03,1782.66,20.349,24.6,False,VOLATILE,2024-04-13 20:00:00+00:00,2024-04-16 04:00:00+00:00,3107.28,TIMEOUT,False,LOSS,-1.65
4h,ETH/USDT,SHORT,10,8,3,0,3093.19,3302.11,2842.49,2675.35,6.754,41.8,False,TRENDING,2024-04-16 08:00:00+00:00,2024-04-18 16:00:00+00:00,3064.0,TIMEOUT,False,WIN,1.4
4h,ETH/USDT,SHORT,10,8,3,0,3064.0,3278.18,2806.98,2635.64,6.99,47.9,False,TRENDING,2024-04-18 16:00:00+00:00,2024-04-21 00:00:00+00:00,3166.6,TIMEOUT,False,LOSS,-4.79
4h,ETH/USDT,SHORT,8,3,2,2,3159.1,3229.71,3074.37,3017.88,2.235,58.2,True,TRENDING,2024-04-21 12:00:00+00:00,2024-04-22 04:00:00+00:00,3229.71,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,2,2,3183.59,3246.67,3107.9,3057.44,1.981,59.7,True,RANGING,2024-04-22 12:00:00+00:00,2024-04-23 12:00:00+00:00,3246.67,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,9,3,3,2,3225.69,3280.97,3159.35,3115.12,1.714,55.5,True,RANGING,2024-04-23 12:00:00+00:00,2024-04-24 08:00:00+00:00,3280.97,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,5,1,2,3134.2,3293.78,2942.7,2815.04,5.092,49.1,False,RANGING,2024-04-24 16:00:00+00:00,2024-04-27 00:00:00+00:00,3122.0,TIMEOUT,False,WIN,0.76
4h,ETH/USDT,SHORT,10,8,1,2,3124.44,3293.78,2921.23,2785.76,5.42,43.4,False,RANGING,2024-04-27 08:00:00+00:00,2024-04-28 00:00:00+00:00,3293.78,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,0,4,3320.8,3375.42,3255.25,3211.55,1.645,66.2,True,RANGING,2024-04-28 12:00:00+00:00,2024-04-29 00:00:00+00:00,3211.55,TP2,True,WIN,16.0
4h,ETH/USDT,SHORT,8,6,0,2,3159.6,3367.84,2909.71,2743.12,6.591,47.3,False,RANGING,2024-04-29 08:00:00+00:00,2024-05-01 16:00:00+00:00,2926.01,TIMEOUT,True,WIN,11.61
4h,ETH/USDT,SHORT,9,8,2,0,2926.01,3367.84,2395.81,2042.35,15.1,31.9,False,TRENDING,2024-05-01 16:00:00+00:00,2024-05-04 00:00:00+00:00,3111.97,TIMEOUT,False,LOSS,-4.21
4h,ETH/USDT,SHORT,8,5,3,0,3095.54,3160.93,3017.07,2964.76,2.112,58.2,False,RANGING,2024-05-04 04:00:00+00:00,2024-05-05 08:00:00+00:00,3160.93,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,2,2,3089.66,3221.97,2930.89,2825.04,4.282,57.0,True,TRENDING,2024-05-06 12:00:00+00:00,2024-05-08 20:00:00+00:00,2974.04,TIMEOUT,False,WIN,8.74
4h,ETH/USDT,SHORT,8,8,1,0,2997.6,3221.97,2728.36,2548.86,7.485,37.1,False,RANGING,2024-05-09 00:00:00+00:00,2024-05-11 08:00:00+00:00,2903.57,TIMEOUT,False,WIN,4.19
4h,ETH/USDT,SHORT,9,8,2,0,2903.57,3061.59,2713.95,2587.53,5.442,36.5,False,RANGING,2024-05-11 08:00:00+00:00,2024-05-13 16:00:00+00:00,2957.0,TIMEOUT,False,LOSS,-3.38
4h,ETH/USDT,SHORT,10,9,0,2,2957.0,3053.92,2840.7,2763.16,3.278,51.2,False,RANGING,2024-05-13 16:00:00+00:00,2024-05-16 00:00:00+00:00,3013.82,TIMEOUT,False,LOSS,-5.86
4h,ETH/USDT,SHORT,8,6,0,2,3025.0,3066.37,2975.36,2942.27,1.367,48.5,False,RANGING,2024-05-17 04:00:00+00:00,2024-05-17 12:00:00+00:00,3066.37,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,8,3,2,2,3111.92,3156.73,3058.15,3022.3,1.44,61.7,True,RANGING,2024-05-17 12:00:00+00:00,2024-05-20 00:00:00+00:00,3087.32,TIMEOUT,True,WIN,8.74
4h,ETH/USDT,SHORT,9,0,2,6,3791.0,3948.05,3602.54,3476.9,4.143,66.9,False,VOLATILE,2024-05-23 16:00:00+00:00,2024-05-26 00:00:00+00:00,3771.39,TIMEOUT,False,WIN,1.25
4h,ETH/USDT,LONG,11,0,3,6,3702.0,3568.0,3862.8,3970.0,3.62,39.8,True,TRENDING,2024-06-10 12:00:00+00:00,2024-06-11 00:00:00+00:00,3568.0,SL,False,LOSS,-10.0
4h,ETH/USDT,SHORT,9,8,2,0,3444.0,3654.82,3191.02,3022.36,6.121,38.2,False,RANGING,2024-06-18 04:00:00+00:00,2024-06-20 12:00:00+00:00,3506.88,TIMEOUT,False,LOSS,-2.98
4h,ETH/USDT,SHORT,10,6,2,2,3475.23,3625.19,3295.28,3175.31,4.315,46.2,False,RANGING,2024-06-21 04:00:00+00:00,2024-06-23 12:00:00+00:00,3475.4,TIMEOUT,False,LOSS,-0.01
