sym,tf,side,score,score_trend,score_smc,score_osc,score_liq,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl,pnl_pct,notional,balance_at_entry
DOGE/USDT,1h,SHORT,11,0,2,1,8,0.1207,0.1266,0.1136,0.1089,4.872,57.8,True,TRENDING,2026-01-21 16:00:00+00:00,2026-01-21 19:00:00+00:00,0.1266,SL,False,LOSS,-20.64,-4.89,422.27,2111.33
AVAX/USDT,15m,SHORT,14,0,2,4,8,11.89,12.42,11.27,10.85,4.397,32.3,False,VOLATILE,2026-01-21 16:45:00+00:00,2026-01-21 19:30:00+00:00,12.42,SL,False,LOSS,-15.29,-4.46,342.94,1714.7
ADA/USDT,2h,SHORT,14,0,2,4,8,0.3672,0.3739,0.3591,0.3538,1.828,38.1,False,TRENDING,2026-01-21 18:00:00+00:00,2026-01-23 14:00:00+00:00,0.3538,TP2,True,WIN,15.72,2.93,536.99,2684.95
BNB/USDT,30m,SHORT,16,10,0,0,8,881.8,893.0,868.36,859.4,1.27,45.7,False,TRENDING,2026-01-21 19:00:00+00:00,2026-01-22 02:00:00+00:00,893.0,SL,False,LOSS,-3.02,-1.27,238.07,1190.37
AVAX/USDT,1h,SHORT,10,0,1,1,8,12.53,12.72,12.29,12.14,1.554,59.9,False,TRENDING,2026-01-21 20:00:00+00:00,2026-01-22 14:00:00+00:00,12.14,TP2,True,WIN,10.97,2.51,436.22,2181.08
ADA/USDT,1h,LONG,13,0,1,4,8,0.3666,0.3462,0.3911,0.4074,5.565,60.4,False,RANGING,2026-01-21 20:00:00+00:00,2026-01-23 22:00:00+00:00,0.3623,TIMEOUT,False,LOSS,-5.69,-1.17,485.38,2426.89
ADA/USDT,15m,SHORT,10,0,0,2,8,0.3635,0.3681,0.358,0.3543,1.265,61.0,False,TRENDING,2026-01-21 20:30:00+00:00,2026-01-21 21:00:00+00:00,0.3681,SL,False,LOSS,-4.9,-1.27,386.96,1934.79
AVAX/USDT,15m,SHORT,10,0,0,2,8,12.53,12.65,12.39,12.29,0.944,61.8,False,TRENDING,2026-01-21 20:45:00+00:00,2026-01-21 21:30:00+00:00,12.65,SL,False,LOSS,-3.26,-0.96,339.88,1699.41
ADA/USDT,30m,LONG,11,0,2,4,5,0.3658,0.3462,0.3893,0.405,5.358,62.6,False,TRENDING,2026-01-21 23:30:00+00:00,2026-01-24 00:30:00+00:00,0.3589,TIMEOUT,False,LOSS,-6.28,-1.89,332.96,1664.79
LINK/USDT,1h,LONG,12,0,2,2,8,12.43,11.88,13.09,13.53,4.423,51.0,False,RANGING,2026-01-22 00:00:00+00:00,2026-01-24 02:00:00+00:00,12.217,TIMEOUT,False,LOSS,-6.1,-1.71,355.88,1779.39
BNB/USDT,4h,SHORT,12,0,3,4,5,890.7,953.0,815.94,766.1,6.994,34.6,False,TRENDING,2026-01-22 00:00:00+00:00,2026-01-24 08:00:00+00:00,892.3,TIMEOUT,False,LOSS,-0.42,-0.18,231.6,1158.01
LINK/USDT,1d,SHORT,13,0,3,2,8,12.25,14.4,9.6756,7.958,17.524,40.3,False,RANGING,2026-01-22 00:00:00+00:00,2026-01-26 00:00:00+00:00,11.94,TIMEOUT,False,WIN,6.18,2.53,244.1,1220.51
XRP/USDT,1h,LONG,12,0,2,2,8,1.9543,1.8696,2.0559,2.1237,4.334,54.3,False,RANGING,2026-01-22 00:00:00+00:00,2026-01-24 02:00:00+00:00,1.9228,TIMEOUT,False,LOSS,-6.66,-1.61,412.93,2064.64
SOL/USDT,1h,LONG,11,0,2,1,8,129.92,125.16,135.63,139.44,3.664,52.3,False,TRENDING,2026-01-22 00:00:00+00:00,2026-01-24 02:00:00+00:00,127.62,TIMEOUT,False,LOSS,-7.46,-1.77,421.38,2106.91
BTC/USDT,1d,LONG,10,0,2,0,8,89519.1,86941.91,92611.73,94673.48,2.879,43.1,False,TRENDING,2026-01-22 00:00:00+00:00,2026-01-25 00:00:00+00:00,86941.91,SL,False,LOSS,-5.32,-2.88,184.69,923.47
DOGE/USDT,1h,SHORT,12,4,0,1,8,0.127,0.129,0.1248,0.1232,1.5,53.8,False,RANGING,2026-01-22 00:00:00+00:00,2026-01-22 15:00:00+00:00,0.1232,TP2,True,WIN,9.88,2.36,418.14,2090.69
XRP/USDT,15m,LONG,10,0,0,2,8,1.957,1.8975,2.0284,2.076,3.04,53.0,False,TRENDING,2026-01-22 00:30:00+00:00,2026-01-23 14:30:00+00:00,1.8975,SL,False,LOSS,-7.48,-3.04,246.05,1230.27
ADA/USDT,15m,LONG,10,0,0,2,8,0.3676,0.3522,0.3861,0.3984,4.189,56.1,False,TRENDING,2026-01-22 00:30:00+00:00,2026-01-23 14:45:00+00:00,0.3522,SL,False,LOSS,-16.17,-4.19,385.98,1929.89
AVAX/USDT,15m,LONG,10,0,0,2,8,12.47,12.3,12.68,12.82,1.395,55.6,False,TRENDING,2026-01-22 00:45:00+00:00,2026-01-22 12:15:00+00:00,12.3,SL,False,LOSS,-4.62,-1.36,339.23,1696.15
XRP/USDT,2h,LONG,12,0,3,1,8,1.9466,1.8679,2.041,2.104,4.043,53.1,False,TRENDING,2026-01-22 02:00:00+00:00,2026-01-24 06:00:00+00:00,1.918,TIMEOUT,False,LOSS,-5.34,-1.47,363.47,1817.35
DOGE/USDT,2h,SHORT,18,8,2,2,8,0.1268,0.1292,0.124,0.1221,1.873,53.1,False,TRENDING,2026-01-22 02:00:00+00:00,2026-01-23 14:00:00+00:00,0.1221,TP2,True,WIN,11.14,2.96,376.63,1883.13
SOL/USDT,2h,SHORT,13,0,3,2,8,129.77,132.11,126.96,125.09,1.803,50.0,False,TRENDING,2026-01-22 02:00:00+00:00,2026-01-23 16:00:00+00:00,129.77,SL_BE,True,WIN,4.05,1.08,374.21,1871.07
LINK/USDT,2h,SHORT,11,0,2,1,8,12.44,12.67,12.16,11.97,1.873,50.6,False,TRENDING,2026-01-22 02:00:00+00:00,2026-01-23 16:00:00+00:00,12.44,SL_BE,True,WIN,3.92,1.13,347.88,1739.4
AVAX/USDT,4h,SHORT,18,10,0,2,8,12.42,13.76,10.82,9.753,10.746,42.6,False,TRENDING,2026-01-22 04:00:00+00:00,2026-01-24 12:00:00+00:00,12.021,TIMEOUT,False,WIN,8.09,3.21,251.82,1259.12
ETH/USDT,15m,SHORT,14,0,4,2,8,2995.22,3029.57,2954.0,2926.52,1.147,38.3,True,RANGING,2026-01-22 08:15:00+00:00,2026-01-22 15:15:00+00:00,2926.52,TP2,True,WIN,6.08,1.83,331.6,1658.02
XRP/USDT,30m,SHORT,12,0,3,1,8,1.9459,1.9669,1.9207,1.9039,1.079,53.2,False,RANGING,2026-01-22 11:00:00+00:00,2026-01-22 15:00:00+00:00,1.9039,TP2,True,WIN,5.71,1.73,330.4,1651.99
LINK/USDT,30m,LONG,13,0,4,1,8,12.38,12.31,12.46,12.52,0.554,45.4,False,RANGING,2026-01-22 11:30:00+00:00,2026-01-22 14:00:00+00:00,12.38,SL_BE,True,WIN,1.18,0.32,363.73,1818.65
SOL/USDT,4h,SHORT,10,0,0,2,8,127.32,137.8,114.74,106.36,8.231,41.5,True,TRENDING,2026-01-22 12:00:00+00:00,2026-01-24 20:00:00+00:00,127.15,TIMEOUT,False,WIN,0.47,0.13,352.44,1762.19
LINK/USDT,4h,LONG,12,0,2,2,8,12.22,11.88,12.62,12.89,2.75,38.5,True,TRENDING,2026-01-22 12:00:00+00:00,2026-01-24 20:00:00+00:00,12.199,TIMEOUT,False,LOSS,-0.52,-0.17,302.5,1512.5
AVAX/USDT,15m,SHORT,11,0,2,4,5,12.3,12.49,12.06,11.9,1.602,28.8,False,TRENDING,2026-01-22 12:45:00+00:00,2026-01-23 04:00:00+00:00,12.3,SL_BE,True,WIN,3.3,0.98,338.31,1691.53
BTC/USDT,1h,SHORT,12,0,2,2,8,89003.2,90428.5,87292.84,86152.6,1.601,40.3,True,RANGING,2026-01-22 16:00:00+00:00,2026-01-23 16:00:00+00:00,90428.5,SL,False,LOSS,-4.11,-1.6,256.57,1282.83
ETH/USDT,1h,LONG,12,0,0,4,8,2944.41,2904.08,2992.81,3025.07,1.37,38.2,True,RANGING,2026-01-22 16:00:00+00:00,2026-01-23 14:00:00+00:00,2904.08,SL,False,LOSS,-4.28,-1.37,312.52,1562.6
DOGE/USDT,15m,SHORT,17,10,2,2,5,0.1251,0.1265,0.1234,0.1223,1.103,43.5,False,TRENDING,2026-01-22 16:30:00+00:00,2026-01-23 14:45:00+00:00,0.1223,TP2,True,WIN,5.61,1.8,312.18,1560.92
BNB/USDT,15m,LONG,11,0,1,2,8,884.3,877.6,892.34,897.7,0.758,43.7,False,TRENDING,2026-01-22 16:30:00+00:00,2026-01-23 14:30:00+00:00,884.3,SL_BE,True,WIN,1.38,0.45,302.62,1513.08
DOGE/USDT,30m,SHORT,17,9,3,2,5,0.1243,0.1271,0.121,0.1187,2.244,40.9,False,TRENDING,2026-01-22 19:00:00+00:00,2026-01-23 17:00:00+00:00,0.1271,SL,False,LOSS,-12.36,-2.25,548.74,2743.72
ETH/USDT,30m,SHORT,11,0,2,4,5,2945.53,3015.0,2862.17,2806.59,2.358,39.9,False,TRENDING,2026-01-22 19:00:00+00:00,2026-01-23 17:30:00+00:00,3015.0,SL,False,LOSS,-5.81,-2.36,246.52,1232.58
SOL/USDT,30m,SHORT,11,0,2,4,5,128.18,130.89,124.93,122.76,2.114,39.9,False,TRENDING,2026-01-22 19:00:00+00:00,2026-01-24 20:00:00+00:00,127.36,TIMEOUT,False,WIN,1.89,0.64,295.67,1478.37
AVAX/USDT,30m,SHORT,15,9,1,2,5,12.16,12.49,11.75,11.49,2.764,38.5,False,TRENDING,2026-01-22 19:30:00+00:00,2026-01-24 20:30:00+00:00,12.075,TIMEOUT,False,WIN,2.93,0.7,418.59,2092.93
LINK/USDT,30m,SHORT,10,0,3,2,5,12.28,12.48,12.03,11.87,1.653,42.3,False,TRENDING,2026-01-22 19:30:00+00:00,2026-01-23 17:30:00+00:00,12.48,SL,False,LOSS,-5.93,-1.63,363.97,1819.83
ETH/USDT,15m,SHORT,12,0,3,1,8,2936.14,2971.66,2893.52,2865.1,1.21,49.2,False,RANGING,2026-01-22 20:15:00+00:00,2026-01-23 04:00:00+00:00,2971.66,SL,False,LOSS,-4.03,-1.21,332.82,1664.1
SOL/USDT,15m,LONG,13,0,3,2,8,128.74,126.65,131.25,132.92,1.623,61.2,False,RANGING,2026-01-22 20:15:00+00:00,2026-01-23 14:00:00+00:00,126.65,SL,False,LOSS,-7.81,-1.62,480.9,2404.51
LINK/USDT,15m,SHORT,13,0,2,3,8,12.2,12.32,12.06,11.96,0.983,42.7,False,RANGING,2026-01-22 20:30:00+00:00,2026-01-23 01:30:00+00:00,12.32,SL,False,LOSS,-2.89,-0.98,293.48,1467.42
XRP/USDT,30m,SHORT,13,0,3,2,8,1.9213,1.948,1.8893,1.8679,1.39,46.1,False,RANGING,2026-01-22 23:00:00+00:00,2026-01-23 15:30:00+00:00,1.9213,SL_BE,True,WIN,2.76,0.83,331.54,1657.7
BTC/USDT,30m,SHORT,12,0,3,1,8,89396.5,90296.1,88316.98,87597.3,1.006,46.5,False,RANGING,2026-01-22 23:00:00+00:00,2026-01-23 16:30:00+00:00,90296.1,SL,False,LOSS,-2.32,-1.01,230.42,1152.09
BNB/USDT,1h,SHORT,13,0,3,2,8,888.9,897.1,879.06,872.5,0.922,50.2,False,RANGING,2026-01-23 00:00:00+00:00,2026-01-23 16:00:00+00:00,897.1,SL,False,LOSS,-2.23,-0.92,241.56,1207.82
AVAX/USDT,1h,SHORT,17,9,3,2,5,12.2,12.57,11.74,11.44,3.108,44.7,False,TRENDING,2026-01-23 00:00:00+00:00,2026-01-25 02:00:00+00:00,11.99,TIMEOUT,False,WIN,7.55,1.72,438.41,2192.05
BNB/USDT,1d,LONG,14,0,3,3,8,891.3,858.7,930.42,956.5,3.658,45.5,False,RANGING,2026-01-23 00:00:00+00:00,2026-01-25 00:00:00+00:00,858.7,SL,False,LOSS,-7.21,-3.66,197.02,985.08
ADA/USDT,1d,SHORT,14,8,1,2,5,0.3601,0.4373,0.2675,0.2057,21.438,41.8,False,RANGING,2026-01-23 00:00:00+00:00,2026-01-27 00:00:00+00:00,0.3606,TIMEOUT,False,LOSS,-0.2,-0.14,141.95,709.75
AVAX/USDT,2h,SHORT,17,10,2,2,5,12.25,12.72,11.69,11.31,3.837,47.6,False,TRENDING,2026-01-23 02:00:00+00:00,2026-01-25 06:00:00+00:00,11.927,TIMEOUT,False,WIN,9.31,2.64,353.0,1764.99
BNB/USDT,30m,LONG,13,0,3,2,8,891.6,882.4,902.64,910.0,1.032,50.9,False,RANGING,2026-01-23 03:00:00+00:00,2026-01-23 19:30:00+00:00,891.6,SL_BE,True,WIN,1.47,0.62,237.47,1187.35
DOGE/USDT,4h,SHORT,23,10,5,2,8,0.1251,0.1306,0.1185,0.1141,4.388,41.2,False,TRENDING,2026-01-23 08:00:00+00:00,2026-01-25 20:00:00+00:00,0.1194,TIMEOUT,True,WIN,18.47,4.92,375.75,1878.76
DOGE/USDT,1h,SHORT,12,8,0,1,5,0.1244,0.1265,0.1219,0.1202,1.704,49.0,True,RANGING,2026-01-23 08:00:00+00:00,2026-01-23 17:00:00+00:00,0.1265,SL,False,LOSS,-7.09,-1.69,420.11,2100.57
LINK/USDT,15m,SHORT,14,9,2,0,5,12.21,12.4,11.99,11.84,1.555,39.0,True,RANGING,2026-01-23 08:30:00+00:00,2026-01-23 17:15:00+00:00,12.4,SL,False,LOSS,-4.56,-1.56,292.91,1464.53
AVAX/USDT,15m,SHORT,16,9,2,2,5,12.06,12.36,11.69,11.45,2.53,30.5,True,TRENDING,2026-01-23 08:45:00+00:00,2026-01-23 17:15:00+00:00,12.36,SL,False,LOSS,-8.43,-2.49,338.97,1694.83
BNB/USDT,2h,SHORT,12,0,2,2,8,887.0,897.1,874.88,866.8,1.139,45.9,True,TRENDING,2026-01-23 10:00:00+00:00,2026-01-23 16:00:00+00:00,897.1,SL,False,LOSS,-2.7,-1.14,237.41,1187.03
ETH/USDT,2h,SHORT,18,10,3,2,5,2939.36,3068.34,2784.58,2681.4,4.388,38.2,True,TRENDING,2026-01-23 10:00:00+00:00,2026-01-25 14:00:00+00:00,2925.69,TIMEOUT,False,WIN,1.15,0.47,246.78,1233.9
BTC/USDT,2h,SHORT,12,0,2,2,8,89169.9,90428.5,87659.58,86652.7,1.411,42.1,True,TRENDING,2026-01-23 10:00:00+00:00,2026-01-23 16:00:00+00:00,90428.5,SL,False,LOSS,-3.92,-1.41,277.59,1387.94
DOGE/USDT,2h,SHORT,20,10,0,4,8,0.1246,0.1288,0.1197,0.1164,3.322,44.9,False,TRENDING,2026-01-23 14:00:00+00:00,2026-01-25 18:00:00+00:00,0.11869,TIMEOUT,True,WIN,16.43,4.34,378.85,1894.27
LINK/USDT,2h,SHORT,19,11,2,0,8,12.24,12.57,11.84,11.58,2.712,50.9,False,TRENDING,2026-01-23 18:00:00+00:00,2026-01-25 18:00:00+00:00,11.58,TP2,True,WIN,15.1,4.33,348.66,1743.32
BTC/USDT,2h,LONG,13,0,4,1,8,89943.1,88453.1,91731.1,92923.1,1.657,57.2,False,TRENDING,2026-01-23 18:00:00+00:00,2026-01-25 08:00:00+00:00,88453.1,SL,False,LOSS,-4.59,-1.66,276.8,1384.02
BNB/USDT,2h,LONG,11,0,2,1,8,893.5,877.6,912.58,925.3,1.78,58.7,False,TRENDING,2026-01-23 18:00:00+00:00,2026-01-25 08:00:00+00:00,877.6,SL,False,LOSS,-4.22,-1.78,236.87,1184.33
SOL/USDT,2h,SHORT,23,11,5,1,8,128.03,130.89,124.6,122.31,2.234,48.2,False,TRENDING,2026-01-23 18:00:00+00:00,2026-01-25 18:00:00+00:00,122.31,TP2,True,WIN,13.4,3.57,375.02,1875.12
XRP/USDT,30m,SHORT,11,1,0,2,8,1.9318,1.9646,1.8924,1.8662,1.698,63.7,False,TRENDING,2026-01-23 19:00:00+00:00,2026-01-25 16:00:00+00:00,1.8662,TP2,True,WIN,9.03,2.72,332.09,1660.46
LINK/USDT,30m,SHORT,13,4,0,2,8,12.24,12.49,11.94,11.73,2.067,47.8,False,RANGING,2026-01-23 19:30:00+00:00,2026-01-25 16:00:00+00:00,11.73,TP2,True,WIN,12.0,3.31,362.78,1813.9
ETH/USDT,1h,LONG,12,0,2,2,8,2939.2,2890.06,2998.17,3037.48,1.672,50.6,False,RANGING,2026-01-23 20:00:00+00:00,2026-01-25 16:00:00+00:00,2890.06,SL,False,LOSS,-5.21,-1.67,311.66,1558.32
XRP/USDT,4h,SHORT,21,10,4,1,8,1.9185,1.9889,1.834,1.7777,3.67,43.0,False,TRENDING,2026-01-23 20:00:00+00:00,2026-01-26 04:00:00+00:00,1.881,TIMEOUT,True,WIN,5.37,3.18,168.99,844.93
ADA/USDT,4h,SHORT,21,10,4,1,8,0.3601,0.3738,0.3437,0.3327,3.804,44.6,False,TRENDING,2026-01-23 20:00:00+00:00,2026-01-25 20:00:00+00:00,0.3327,TP2,True,WIN,27.31,6.08,449.1,2245.51
DOGE/USDT,1h,SHORT,13,5,1,0,8,0.1237,0.1278,0.1188,0.1156,3.306,47.6,False,RANGING,2026-01-23 20:00:00+00:00,2026-01-25 22:00:00+00:00,0.11905,TIMEOUT,True,WIN,16.16,3.86,418.7,2093.48
BTC/USDT,1h,LONG,12,0,2,2,8,89461.9,88502.4,90613.3,91380.9,1.073,54.3,False,RANGING,2026-01-23 20:00:00+00:00,2026-01-25 08:00:00+00:00,88502.4,SL,False,LOSS,-2.74,-1.07,255.74,1278.72
BNB/USDT,1h,LONG,12,0,2,2,8,890.5,882.5,900.1,906.5,0.898,54.8,False,RANGING,2026-01-23 20:00:00+00:00,2026-01-25 03:00:00+00:00,882.5,SL,False,LOSS,-2.17,-0.9,241.12,1205.59
BNB/USDT,15m,SHORT,11,0,2,4,5,890.0,904.9,872.12,860.2,1.674,44.8,False,TRENDING,2026-01-23 20:30:00+00:00,2026-01-25 19:15:00+00:00,860.2,TP2,True,WIN,8.11,2.68,302.89,1514.46
XRP/USDT,15m,SHORT,11,0,2,4,5,1.9127,1.9646,1.8504,1.8089,2.713,43.4,False,TRENDING,2026-01-23 20:30:00+00:00,2026-01-25 21:00:00+00:00,1.8341,TIMEOUT,True,WIN,9.01,3.68,244.56,1222.79
AVAX/USDT,15m,SHORT,14,8,2,1,5,12.08,12.49,11.59,11.26,3.378,33.9,False,RANGING,2026-01-23 20:45:00+00:00,2026-01-25 19:45:00+00:00,11.26,TP2,True,WIN,18.29,5.42,337.28,1686.4
BTC/USDT,4h,SHORT,21,10,2,3,8,89731.0,91340.0,87800.2,86513.0,1.793,42.7,False,TRENDING,2026-01-24 00:00:00+00:00,2026-01-25 20:00:00+00:00,86513.0,TP2,True,WIN,6.7,2.87,233.53,1167.66
SOL/USDT,1d,SHORT,18,9,2,4,5,127.15,148.88,101.07,83.69,17.09,41.1,False,TRENDING,2026-01-24 00:00:00+00:00,2026-01-28 00:00:00+00:00,125.28,TIMEOUT,False,WIN,2.72,1.47,184.92,924.61
DOGE/USDT,1d,SHORT,15,8,2,2,5,0.1241,0.1566,0.085162,0.05917,26.17,39.1,False,TRENDING,2026-01-24 00:00:00+00:00,2026-01-28 00:00:00+00:00,0.12495,TIMEOUT,False,LOSS,-1.3,-0.68,190.24,951.22
ETH/USDT,4h,SHORT,17,10,3,1,5,2960.85,3113.48,2777.69,2655.59,5.155,38.0,False,TRENDING,2026-01-24 00:00:00+00:00,2026-01-26 08:00:00+00:00,2891.0,TIMEOUT,False,WIN,5.85,2.36,247.84,1239.19
ADA/USDT,1h,SHORT,13,3,0,3,8,0.3589,0.3705,0.345,0.3357,3.232,48.7,False,RANGING,2026-01-24 00:00:00+00:00,2026-01-25 19:00:00+00:00,0.3357,TP2,True,WIN,25.03,5.17,484.24,2421.2
ETH/USDT,15m,SHORT,14,6,0,4,5,2950.46,2987.5,2906.01,2876.38,1.255,48.0,False,RANGING,2026-01-24 00:15:00+00:00,2026-01-25 16:15:00+00:00,2876.38,TP2,True,WIN,6.67,2.01,332.01,1660.07
BTC/USDT,30m,SHORT,12,7,0,2,5,89883.1,91180.0,88326.82,87289.3,1.443,50.9,False,RANGING,2026-01-24 03:00:00+00:00,2026-01-25 18:30:00+00:00,87289.3,TP2,True,WIN,5.31,2.31,229.95,1149.77
DOGE/USDT,30m,SHORT,14,9,0,2,5,0.1248,0.1278,0.1211,0.1187,2.444,46.0,False,RANGING,2026-01-24 03:00:00+00:00,2026-01-25 19:00:00+00:00,0.1187,TP2,True,WIN,21.45,3.93,546.27,2731.36
XRP/USDT,1h,SHORT,13,5,2,2,5,1.9245,1.9646,1.8764,1.8443,2.084,50.8,False,RANGING,2026-01-24 04:00:00+00:00,2026-01-25 17:00:00+00:00,1.8443,TP2,True,WIN,13.72,3.33,411.6,2057.98
BNB/USDT,4h,SHORT,18,10,1,1,8,892.3,904.9,877.18,867.1,1.412,45.4,False,TRENDING,2026-01-24 08:00:00+00:00,2026-01-25 16:00:00+00:00,867.1,TP2,True,WIN,5.23,2.26,231.52,1157.59
LINK/USDT,1h,SHORT,14,10,0,1,5,12.2,12.49,11.85,11.61,2.418,46.4,False,RANGING,2026-01-24 12:00:00+00:00,2026-01-25 18:00:00+00:00,11.61,TP2,True,WIN,13.66,3.85,354.66,1773.29
AVAX/USDT,4h,SHORT,18,10,0,2,8,12.02,12.72,11.18,10.62,5.815,37.2,True,TRENDING,2026-01-24 12:00:00+00:00,2026-01-26 20:00:00+00:00,11.714,TIMEOUT,False,WIN,6.45,2.55,253.44,1267.21
LINK/USDT,15m,SHORT,14,9,0,2,5,12.15,12.22,12.07,12.02,0.568,37.6,False,RANGING,2026-01-24 16:30:00+00:00,2026-01-24 18:30:00+00:00,12.22,SL,False,LOSS,-1.68,-0.58,291.99,1459.97
ADA/USDT,15m,SHORT,16,10,1,2,5,0.358,0.3603,0.3552,0.3534,0.642,42.6,False,TRENDING,2026-01-24 16:30:00+00:00,2026-01-25 08:45:00+00:00,0.3534,TP2,True,WIN,3.96,1.03,382.74,1913.72
DOGE/USDT,15m,SHORT,16,10,3,0,5,0.1235,0.1249,0.1218,0.1207,1.109,32.5,False,TRENDING,2026-01-24 16:30:00+00:00,2026-01-25 16:00:00+00:00,0.1207,TP2,True,WIN,5.71,1.82,313.31,1566.53
XRP/USDT,2h,LONG,14,0,2,4,8,1.9155,1.8861,1.9508,1.9743,1.535,46.9,False,RANGING,2026-01-24 18:00:00+00:00,2026-01-25 08:00:00+00:00,1.8861,SL,False,LOSS,-5.56,-1.53,362.4,1812.01
LINK/USDT,4h,SHORT,21,10,3,2,8,12.2,12.67,11.63,11.26,3.853,37.2,False,TRENDING,2026-01-24 20:00:00+00:00,2026-01-27 04:00:00+00:00,11.977,TIMEOUT,True,WIN,9.83,3.25,302.4,1511.98
SOL/USDT,4h,SHORT,22,10,5,1,8,127.15,132.11,121.2,117.23,3.901,39.8,False,TRENDING,2026-01-24 20:00:00+00:00,2026-01-27 04:00:00+00:00,124.44,TIMEOUT,True,WIN,12.01,3.41,352.53,1762.66
ADA/USDT,2h,SHORT,14,10,0,1,5,0.3581,0.3705,0.3432,0.3333,3.463,46.8,False,RANGING,2026-01-24 22:00:00+00:00,2026-01-25 18:00:00+00:00,0.3333,TP2,True,WIN,29.94,5.54,540.13,2700.67
AVAX/USDT,1d,LONG,10,0,0,2,8,11.49,10.79,12.32,12.88,6.048,37.2,False,TRENDING,2026-01-25 00:00:00+00:00,2026-01-29 00:00:00+00:00,11.037,TIMEOUT,False,LOSS,-8.71,-3.94,221.01,1105.07
BTC/USDT,1d,SHORT,16,9,2,2,5,86628.9,97900.0,73103.58,64086.7,13.011,42.5,False,TRENDING,2026-01-25 00:00:00+00:00,2026-01-29 00:00:00+00:00,84603.8,TIMEOUT,False,WIN,4.29,2.34,183.63,918.15
ETH/USDT,1d,SHORT,16,9,2,2,5,2815.79,3403.44,2110.61,1640.49,20.87,39.5,False,TRENDING,2026-01-25 00:00:00+00:00,2026-01-29 00:00:00+00:00,2820.95,TIMEOUT,False,LOSS,-0.41,-0.18,221.86,1109.31
ETH/USDT,30m,SHORT,13,7,1,1,5,2943.61,2966.88,2915.69,2897.07,0.791,45.3,False,RANGING,2026-01-25 03:00:00+00:00,2026-01-25 16:30:00+00:00,2897.07,TP2,True,WIN,3.1,1.26,245.35,1226.77
AVAX/USDT,1h,LONG,12,0,0,4,8,11.95,11.86,12.05,12.12,0.728,32.8,False,TRENDING,2026-01-25 04:00:00+00:00,2026-01-25 08:00:00+00:00,11.86,SL,False,LOSS,-3.31,-0.75,439.92,2199.6
BTC/USDT,15m,SHORT,16,10,1,2,5,88932.9,89446.6,88316.46,87905.5,0.578,35.7,False,TRENDING,2026-01-25 04:15:00+00:00,2026-01-25 16:00:00+00:00,87905.5,TP2,True,WIN,2.58,0.92,278.86,1394.29
LINK/USDT,15m,SHORT,16,10,1,2,5,12.11,12.23,11.95,11.85,1.049,35.7,False,TRENDING,2026-01-25 04:30:00+00:00,2026-01-25 16:00:00+00:00,11.85,TP2,True,WIN,5.06,1.73,291.66,1458.29
AVAX/USDT,2h,LONG,12,0,2,2,8,11.93,11.81,12.06,12.15,0.945,40.1,False,TRENDING,2026-01-25 06:00:00+00:00,2026-01-25 12:00:00+00:00,11.93,SL_BE,True,WIN,1.93,0.54,354.86,1774.3
BNB/USDT,30m,SHORT,16,10,1,2,5,880.3,889.0,869.86,862.9,0.988,31.8,False,TRENDING,2026-01-25 07:00:00+00:00,2026-01-25 18:30:00+00:00,862.9,TP2,True,WIN,3.76,1.58,237.76,1188.82
AVAX/USDT,30m,SHORT,10,0,3,2,5,11.93,12.12,11.7,11.55,1.585,33.5,True,TRENDING,2026-01-25 07:30:00+00:00,2026-01-25 18:00:00+00:00,11.55,TP2,True,WIN,10.72,2.56,419.17,2095.86
AVAX/USDT,1h,LONG,10,0,0,2,8,11.88,11.81,11.95,12.01,0.542,36.4,True,TRENDING,2026-01-25 08:00:00+00:00,2026-01-25 12:00:00+00:00,11.88,SL_BE,True,WIN,1.29,0.29,439.26,2196.29
BTC/USDT,1h,SHORT,17,10,2,2,5,88260.1,89635.4,86609.74,85509.5,1.558,29.5,True,TRENDING,2026-01-25 08:00:00+00:00,2026-01-26 08:00:00+00:00,88260.1,SL_BE,True,WIN,2.39,0.93,255.2,1275.98
BNB/USDT,1h,SHORT,18,9,2,4,5,877.9,893.6,859.06,846.5,1.788,25.6,True,TRENDING,2026-01-25 08:00:00+00:00,2026-01-26 18:00:00+00:00,877.9,SL_BE,True,WIN,2.58,1.07,240.68,1203.42
BTC/USDT,2h,SHORT,15,9,1,2,5,88523.3,91180.0,85335.26,83209.9,3.001,33.7,True,TRENDING,2026-01-25 10:00:00+00:00,2026-01-27 14:00:00+00:00,87993.8,TIMEOUT,False,WIN,1.65,0.6,275.89,1379.43
ADA/USDT,30m,SHORT,13,4,0,2,8,0.3563,0.3601,0.3517,0.3487,1.067,54.6,False,RANGING,2026-01-25 11:30:00+00:00,2026-01-25 16:00:00+00:00,0.3487,TP2,True,WIN,5.68,1.71,331.7,1658.51
AVAX/USDT,1h,SHORT,15,0,3,4,8,11.93,12.12,11.71,11.56,1.559,43.3,False,TRENDING,2026-01-25 12:00:00+00:00,2026-01-25 18:00:00+00:00,11.56,TP2,True,WIN,10.87,2.47,439.52,2197.58
AVAX/USDT,2h,SHORT,13,0,3,2,8,11.85,12.19,11.43,11.16,2.913,40.2,False,TRENDING,2026-01-25 14:00:00+00:00,2026-01-26 14:00:00+00:00,11.85,SL_BE,True,WIN,6.3,1.77,355.25,1776.23
